kappa,method,metric,subtype,score,status,edits,probes,on,off,activation,on_success,success_given_on,base_correct_given_off,total_success,probe_micro,edit_macro,base_reference_correct,base_correct_damage,base_wrong_correction,off_base_preserved,on_output_preserved,on_output_damaged,target_copy_total,target_copy_on,cap_hits,score_definition
0.9792750486190993,C_NO_H,Robustness,无关临床细节,semantic,POST_HOC_DIAGNOSTIC_ONLY,28,28,0,28,0.0,0,,0.03571428571428571,1,0.03571428571428571,0.03571428571428571,1,0,0,,,,,,0,TARGET_ADHERENCE
0.9792750486190993,C_NO_H,Robustness,模糊限定词,exact,POST_HOC_DIAGNOSTIC_ONLY,27,27,9,18,0.3333333333333333,9,1.0,0.0,9,0.3333333333333333,0.3333333333333333,0,0,9,,,,,,0,TARGET_ADHERENCE
0.9792750486190993,C_NO_H,Robustness,模糊限定词,semantic,POST_HOC_DIAGNOSTIC_ONLY,27,27,9,18,0.3333333333333333,9,1.0,0.0,9,0.3333333333333333,0.3333333333333333,2,0,7,,,,,,0,TARGET_ADHERENCE
0.9792750486190993,C_NO_H,Robustness,症状混淆,exact,POST_HOC_DIAGNOSTIC_ONLY,29,29,0,29,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9792750486190993,C_NO_H,Robustness,症状混淆,semantic,POST_HOC_DIAGNOSTIC_ONLY,29,29,0,29,0.0,0,,0.034482758620689655,1,0.034482758620689655,0.034482758620689655,1,0,0,,,,,,0,TARGET_ADHERENCE
0.9792750486190993,C_NO_H,Robustness,误导性上下文,exact,POST_HOC_DIAGNOSTIC_ONLY,20,20,0,20,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9792750486190993,C_NO_H,Robustness,误导性上下文,semantic,POST_HOC_DIAGNOSTIC_ONLY,20,20,0,20,0.0,0,,0.05,1,0.05,0.05,1,0,0,,,,,,0,TARGET_ADHERENCE
0.9792750486190993,C_NO_H,T_Generality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,22,178,0.11,22,1.0,0.0,22,0.11,0.11,0,0,22,,,,,,0,TARGET_ADHERENCE
0.9792750486190993,C_NO_H,T_Generality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,22,178,0.11,21,0.9545454545454546,0.02247191011235955,25,0.125,0.125,4,0,21,,,,,,0,TARGET_ADHERENCE
0.9792750486190993,C_NO_H,T_Locality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.0,200,1,1,0,0,0,200,0,0,0,0,2,OUTPUT_PRESERVATION
0.9792750486190993,C_NO_H,T_Locality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.21,42,0.21,0.21,42,0,0,200,0,0,0,0,2,SOURCE_ACCURACY
0.9792750486190993,C_NO_H,U_fit_diagnostic,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9792750486190993,C_NO_H,U_fit_diagnostic,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,1.0,200,1,1,200,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,I_Generality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,164,164,0,164,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,I_Generality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,164,164,0,164,0.0,0,,0.012195121951219513,2,0.012195121951219513,0.012195121951219513,2,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,I_Locality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,67,67,0,67,0.0,0,,0.0,67,1,1,0,0,0,67,0,0,0,0,0,OUTPUT_PRESERVATION
0.9794392840084872,BE,I_Locality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,67,67,0,67,0.0,0,,0.22388059701492538,15,0.22388059701492538,0.22388059701492538,15,0,0,67,0,0,0,0,0,SOURCE_ACCURACY
0.9794392840084872,BE,Portability,1-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,73,73,0,73,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,Portability,1-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,73,73,0,73,0.0,0,,0.2876712328767123,21,0.2876712328767123,0.2876712328767123,21,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,Portability,2-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,24,24,0,24,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,Portability,2-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,24,24,0,24,0.0,0,,0.3333333333333333,8,0.3333333333333333,0.3333333333333333,8,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,Portability,3-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,2,2,0,2,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,Portability,3-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,2,2,0,2,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,Reliability,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,200,1.0,,200,1,1,0,0,200,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,Reliability,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,198,0.99,,198,0.99,0.99,3,0,195,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,Robustness,伪权威干扰,exact,POST_HOC_DIAGNOSTIC_ONLY,23,23,0,23,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,Robustness,伪权威干扰,semantic,POST_HOC_DIAGNOSTIC_ONLY,23,23,0,23,0.0,0,,0.17391304347826086,4,0.17391304347826086,0.17391304347826086,4,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,Robustness,无关临床细节,exact,POST_HOC_DIAGNOSTIC_ONLY,28,28,0,28,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,Robustness,无关临床细节,semantic,POST_HOC_DIAGNOSTIC_ONLY,28,28,0,28,0.0,0,,0.03571428571428571,1,0.03571428571428571,0.03571428571428571,1,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,Robustness,模糊限定词,exact,POST_HOC_DIAGNOSTIC_ONLY,27,27,9,18,0.3333333333333333,9,1.0,0.0,9,0.3333333333333333,0.3333333333333333,0,0,9,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,Robustness,模糊限定词,semantic,POST_HOC_DIAGNOSTIC_ONLY,27,27,9,18,0.3333333333333333,9,1.0,0.0,9,0.3333333333333333,0.3333333333333333,2,0,7,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,Robustness,症状混淆,exact,POST_HOC_DIAGNOSTIC_ONLY,29,29,0,29,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,Robustness,症状混淆,semantic,POST_HOC_DIAGNOSTIC_ONLY,29,29,0,29,0.0,0,,0.034482758620689655,1,0.034482758620689655,0.034482758620689655,1,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,Robustness,误导性上下文,exact,POST_HOC_DIAGNOSTIC_ONLY,20,20,0,20,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,Robustness,误导性上下文,semantic,POST_HOC_DIAGNOSTIC_ONLY,20,20,0,20,0.0,0,,0.05,1,0.05,0.05,1,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,T_Generality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,22,178,0.11,22,1.0,0.0,22,0.11,0.11,0,0,22,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,T_Generality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,22,178,0.11,21,0.9545454545454546,0.02247191011235955,25,0.125,0.125,4,0,21,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,T_Locality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.0,200,1,1,0,0,0,200,0,0,0,0,2,OUTPUT_PRESERVATION
0.9794392840084872,BE,T_Locality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.21,42,0.21,0.21,42,0,0,200,0,0,0,0,2,SOURCE_ACCURACY
0.9794392840084872,BE,U_fit_diagnostic,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,BE,U_fit_diagnostic,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,1.0,200,1,1,200,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,I_Generality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,164,164,0,164,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,I_Generality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,164,164,0,164,0.0,0,,0.012195121951219513,2,0.012195121951219513,0.012195121951219513,2,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,I_Locality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,67,67,0,67,0.0,0,,0.0,67,1,1,0,0,0,67,0,0,0,0,0,OUTPUT_PRESERVATION
0.9794392840084872,C_NO_H,I_Locality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,67,67,0,67,0.0,0,,0.22388059701492538,15,0.22388059701492538,0.22388059701492538,15,0,0,67,0,0,0,0,0,SOURCE_ACCURACY
0.9794392840084872,C_NO_H,Portability,1-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,73,73,0,73,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,Portability,1-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,73,73,0,73,0.0,0,,0.2876712328767123,21,0.2876712328767123,0.2876712328767123,21,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,Portability,2-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,24,24,0,24,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,Portability,2-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,24,24,0,24,0.0,0,,0.3333333333333333,8,0.3333333333333333,0.3333333333333333,8,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,Portability,3-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,2,2,0,2,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,Portability,3-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,2,2,0,2,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,Reliability,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,200,1.0,,200,1,1,0,0,200,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,Reliability,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,198,0.99,,198,0.99,0.99,3,0,195,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,Robustness,伪权威干扰,exact,POST_HOC_DIAGNOSTIC_ONLY,23,23,0,23,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,Robustness,伪权威干扰,semantic,POST_HOC_DIAGNOSTIC_ONLY,23,23,0,23,0.0,0,,0.17391304347826086,4,0.17391304347826086,0.17391304347826086,4,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,Robustness,无关临床细节,exact,POST_HOC_DIAGNOSTIC_ONLY,28,28,0,28,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,Robustness,无关临床细节,semantic,POST_HOC_DIAGNOSTIC_ONLY,28,28,0,28,0.0,0,,0.03571428571428571,1,0.03571428571428571,0.03571428571428571,1,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,Robustness,模糊限定词,exact,POST_HOC_DIAGNOSTIC_ONLY,27,27,9,18,0.3333333333333333,9,1.0,0.0,9,0.3333333333333333,0.3333333333333333,0,0,9,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,Robustness,模糊限定词,semantic,POST_HOC_DIAGNOSTIC_ONLY,27,27,9,18,0.3333333333333333,9,1.0,0.0,9,0.3333333333333333,0.3333333333333333,2,0,7,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,Robustness,症状混淆,exact,POST_HOC_DIAGNOSTIC_ONLY,29,29,0,29,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,Robustness,症状混淆,semantic,POST_HOC_DIAGNOSTIC_ONLY,29,29,0,29,0.0,0,,0.034482758620689655,1,0.034482758620689655,0.034482758620689655,1,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,Robustness,误导性上下文,exact,POST_HOC_DIAGNOSTIC_ONLY,20,20,0,20,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,Robustness,误导性上下文,semantic,POST_HOC_DIAGNOSTIC_ONLY,20,20,0,20,0.0,0,,0.05,1,0.05,0.05,1,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,T_Generality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,22,178,0.11,22,1.0,0.0,22,0.11,0.11,0,0,22,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,T_Generality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,22,178,0.11,21,0.9545454545454546,0.02247191011235955,25,0.125,0.125,4,0,21,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,T_Locality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.0,200,1,1,0,0,0,200,0,0,0,0,2,OUTPUT_PRESERVATION
0.9794392840084872,C_NO_H,T_Locality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.21,42,0.21,0.21,42,0,0,200,0,0,0,0,2,SOURCE_ACCURACY
0.9794392840084872,C_NO_H,U_fit_diagnostic,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084872,C_NO_H,U_fit_diagnostic,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,1.0,200,1,1,200,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,I_Generality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,164,164,0,164,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,I_Generality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,164,164,0,164,0.0,0,,0.012195121951219513,2,0.012195121951219513,0.012195121951219513,2,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,I_Locality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,67,67,0,67,0.0,0,,0.0,67,1,1,0,0,0,67,0,0,0,0,0,OUTPUT_PRESERVATION
0.9794392840084873,BE,I_Locality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,67,67,0,67,0.0,0,,0.22388059701492538,15,0.22388059701492538,0.22388059701492538,15,0,0,67,0,0,0,0,0,SOURCE_ACCURACY
0.9794392840084873,BE,Portability,1-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,73,73,0,73,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,Portability,1-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,73,73,0,73,0.0,0,,0.2876712328767123,21,0.2876712328767123,0.2876712328767123,21,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,Portability,2-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,24,24,0,24,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,Portability,2-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,24,24,0,24,0.0,0,,0.3333333333333333,8,0.3333333333333333,0.3333333333333333,8,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,Portability,3-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,2,2,0,2,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,Portability,3-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,2,2,0,2,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,Reliability,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,200,1.0,,200,1,1,0,0,200,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,Reliability,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,198,0.99,,198,0.99,0.99,3,0,195,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,Robustness,伪权威干扰,exact,POST_HOC_DIAGNOSTIC_ONLY,23,23,0,23,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,Robustness,伪权威干扰,semantic,POST_HOC_DIAGNOSTIC_ONLY,23,23,0,23,0.0,0,,0.17391304347826086,4,0.17391304347826086,0.17391304347826086,4,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,Robustness,无关临床细节,exact,POST_HOC_DIAGNOSTIC_ONLY,28,28,0,28,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,Robustness,无关临床细节,semantic,POST_HOC_DIAGNOSTIC_ONLY,28,28,0,28,0.0,0,,0.03571428571428571,1,0.03571428571428571,0.03571428571428571,1,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,Robustness,模糊限定词,exact,POST_HOC_DIAGNOSTIC_ONLY,27,27,8,19,0.2962962962962963,8,1.0,0.0,8,0.2962962962962963,0.2962962962962963,0,0,8,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,Robustness,模糊限定词,semantic,POST_HOC_DIAGNOSTIC_ONLY,27,27,8,19,0.2962962962962963,8,1.0,0.0,8,0.2962962962962963,0.2962962962962963,2,0,6,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,Robustness,症状混淆,exact,POST_HOC_DIAGNOSTIC_ONLY,29,29,0,29,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,Robustness,症状混淆,semantic,POST_HOC_DIAGNOSTIC_ONLY,29,29,0,29,0.0,0,,0.034482758620689655,1,0.034482758620689655,0.034482758620689655,1,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,Robustness,误导性上下文,exact,POST_HOC_DIAGNOSTIC_ONLY,20,20,0,20,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,Robustness,误导性上下文,semantic,POST_HOC_DIAGNOSTIC_ONLY,20,20,0,20,0.0,0,,0.05,1,0.05,0.05,1,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,T_Generality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,22,178,0.11,22,1.0,0.0,22,0.11,0.11,0,0,22,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,T_Generality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,22,178,0.11,21,0.9545454545454546,0.02247191011235955,25,0.125,0.125,4,0,21,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,T_Locality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.0,200,1,1,0,0,0,200,0,0,0,0,2,OUTPUT_PRESERVATION
0.9794392840084873,BE,T_Locality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.21,42,0.21,0.21,42,0,0,200,0,0,0,0,2,SOURCE_ACCURACY
0.9794392840084873,BE,U_fit_diagnostic,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,BE,U_fit_diagnostic,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,1.0,200,1,1,200,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,I_Generality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,164,164,0,164,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,I_Generality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,164,164,0,164,0.0,0,,0.012195121951219513,2,0.012195121951219513,0.012195121951219513,2,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,I_Locality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,67,67,0,67,0.0,0,,0.0,67,1,1,0,0,0,67,0,0,0,0,0,OUTPUT_PRESERVATION
0.9794392840084873,C_NO_H,I_Locality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,67,67,0,67,0.0,0,,0.22388059701492538,15,0.22388059701492538,0.22388059701492538,15,0,0,67,0,0,0,0,0,SOURCE_ACCURACY
0.9794392840084873,C_NO_H,Portability,1-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,73,73,0,73,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,Portability,1-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,73,73,0,73,0.0,0,,0.2876712328767123,21,0.2876712328767123,0.2876712328767123,21,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,Portability,2-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,24,24,0,24,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,Portability,2-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,24,24,0,24,0.0,0,,0.3333333333333333,8,0.3333333333333333,0.3333333333333333,8,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,Portability,3-hop,exact,POST_HOC_DIAGNOSTIC_ONLY,2,2,0,2,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,Portability,3-hop,semantic,POST_HOC_DIAGNOSTIC_ONLY,2,2,0,2,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,Reliability,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,200,1.0,,200,1,1,0,0,200,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,Reliability,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,200,0,1.0,198,0.99,,198,0.99,0.99,3,0,195,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,Robustness,伪权威干扰,exact,POST_HOC_DIAGNOSTIC_ONLY,23,23,0,23,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,Robustness,伪权威干扰,semantic,POST_HOC_DIAGNOSTIC_ONLY,23,23,0,23,0.0,0,,0.17391304347826086,4,0.17391304347826086,0.17391304347826086,4,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,Robustness,无关临床细节,exact,POST_HOC_DIAGNOSTIC_ONLY,28,28,0,28,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,Robustness,无关临床细节,semantic,POST_HOC_DIAGNOSTIC_ONLY,28,28,0,28,0.0,0,,0.03571428571428571,1,0.03571428571428571,0.03571428571428571,1,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,Robustness,模糊限定词,exact,POST_HOC_DIAGNOSTIC_ONLY,27,27,8,19,0.2962962962962963,8,1.0,0.0,8,0.2962962962962963,0.2962962962962963,0,0,8,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,Robustness,模糊限定词,semantic,POST_HOC_DIAGNOSTIC_ONLY,27,27,8,19,0.2962962962962963,8,1.0,0.0,8,0.2962962962962963,0.2962962962962963,2,0,6,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,Robustness,症状混淆,exact,POST_HOC_DIAGNOSTIC_ONLY,29,29,0,29,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,Robustness,症状混淆,semantic,POST_HOC_DIAGNOSTIC_ONLY,29,29,0,29,0.0,0,,0.034482758620689655,1,0.034482758620689655,0.034482758620689655,1,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,Robustness,误导性上下文,exact,POST_HOC_DIAGNOSTIC_ONLY,20,20,0,20,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,Robustness,误导性上下文,semantic,POST_HOC_DIAGNOSTIC_ONLY,20,20,0,20,0.0,0,,0.05,1,0.05,0.05,1,0,0,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,T_Generality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,22,178,0.11,22,1.0,0.0,22,0.11,0.11,0,0,22,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,T_Generality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,22,178,0.11,21,0.9545454545454546,0.02247191011235955,25,0.125,0.125,4,0,21,,,,,,0,TARGET_ADHERENCE
0.9794392840084873,C_NO_H,T_Locality,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.0,200,1,1,0,0,0,200,0,0,0,0,2,OUTPUT_PRESERVATION
0.9794392840084873,C_NO_H,T_Locality,ALL,semantic,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.21,42,0.21,0.21,42,0,0,200,0,0,0,0,2,SOURCE_ACCURACY
0.9794392840084873,C_NO_H,U_fit_diagnostic,ALL,exact,POST_HOC_DIAGNOSTIC_ONLY,200,200,0,200,0.0,0,,0.0,0,0,0,0,0,0,,,,,,0,TARGET_ADHERENCE
