edit,condition,step,panel,medical_scope,roi_subset,pairs,both_correct,native_only,H_only,both_wrong,pair_correct,unique_inputs,unique_images,patients
102,J2_FREE_R16,160,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
102,J2_FREE_R16,160,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,0,1,0,0,0.0,2,2,UNKNOWN
102,J2_FREE_R16,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
102,J2_FREE_R16,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,0,1,0,0,0.0,2,2,UNKNOWN
103,J0_CP_R4,160,FIT_PairCorrect,ORGAN_VISIBILITY,False,1,0,0,0,1,0.0,2,2,UNKNOWN
103,J0_CP_R4,160,EVAL_PairCorrect,ORGAN_VISIBILITY,False,1,0,0,1,0,0.0,2,2,UNKNOWN
103,J0_CP_R4,320,FIT_PairCorrect,ORGAN_VISIBILITY,False,1,1,0,0,0,1.0,2,2,UNKNOWN
103,J0_CP_R4,320,EVAL_PairCorrect,ORGAN_VISIBILITY,False,1,1,0,0,0,1.0,2,2,UNKNOWN
103,J1_FREE_R4,160,FIT_PairCorrect,ORGAN_VISIBILITY,False,1,1,0,0,0,1.0,2,2,UNKNOWN
103,J1_FREE_R4,160,EVAL_PairCorrect,ORGAN_VISIBILITY,False,1,0,1,0,0,0.0,2,2,UNKNOWN
103,J1_FREE_R4,320,FIT_PairCorrect,ORGAN_VISIBILITY,False,1,1,0,0,0,1.0,2,2,UNKNOWN
103,J1_FREE_R4,320,EVAL_PairCorrect,ORGAN_VISIBILITY,False,1,0,1,0,0,0.0,2,2,UNKNOWN
103,J2_FREE_R16,160,FIT_PairCorrect,ORGAN_VISIBILITY,False,1,1,0,0,0,1.0,2,2,UNKNOWN
103,J2_FREE_R16,160,EVAL_PairCorrect,ORGAN_VISIBILITY,False,1,0,1,0,0,0.0,2,2,UNKNOWN
103,J2_FREE_R16,320,FIT_PairCorrect,ORGAN_VISIBILITY,False,1,1,0,0,0,1.0,2,2,UNKNOWN
103,J2_FREE_R16,320,EVAL_PairCorrect,ORGAN_VISIBILITY,False,1,0,1,0,0,0.0,2,2,UNKNOWN
104,J0_CP_R4,160,FIT_PairCorrect,BODY_REGION,False,2,2,0,0,0,1.0,3,3,UNKNOWN
104,J0_CP_R4,160,EVAL_PairCorrect,BODY_REGION,False,2,1,1,0,0,0.5,3,3,UNKNOWN
104,J0_CP_R4,320,FIT_PairCorrect,BODY_REGION,False,2,2,0,0,0,1.0,3,3,UNKNOWN
104,J0_CP_R4,320,EVAL_PairCorrect,BODY_REGION,False,2,1,1,0,0,0.5,3,3,UNKNOWN
104,J1_FREE_R4,160,FIT_PairCorrect,BODY_REGION,False,2,2,0,0,0,1.0,3,3,UNKNOWN
104,J1_FREE_R4,160,EVAL_PairCorrect,BODY_REGION,False,2,1,1,0,0,0.5,3,3,UNKNOWN
104,J1_FREE_R4,320,FIT_PairCorrect,BODY_REGION,False,2,2,0,0,0,1.0,3,3,UNKNOWN
104,J1_FREE_R4,320,EVAL_PairCorrect,BODY_REGION,False,2,1,1,0,0,0.5,3,3,UNKNOWN
104,J2_FREE_R16,160,FIT_PairCorrect,BODY_REGION,False,2,2,0,0,0,1.0,3,3,UNKNOWN
104,J2_FREE_R16,160,EVAL_PairCorrect,BODY_REGION,False,2,1,1,0,0,0.5,3,3,UNKNOWN
104,J2_FREE_R16,320,FIT_PairCorrect,BODY_REGION,False,2,2,0,0,0,1.0,3,3,UNKNOWN
104,J2_FREE_R16,320,EVAL_PairCorrect,BODY_REGION,False,2,1,1,0,0,0.5,3,3,UNKNOWN
105,J0_CP_R4,160,FIT_PairCorrect,BODY_REGION,False,1,1,0,0,0,1.0,2,2,UNKNOWN
105,J0_CP_R4,160,EVAL_PairCorrect,BODY_REGION,False,2,2,0,0,0,1.0,3,3,UNKNOWN
105,J0_CP_R4,320,FIT_PairCorrect,BODY_REGION,False,1,1,0,0,0,1.0,2,2,UNKNOWN
105,J0_CP_R4,320,EVAL_PairCorrect,BODY_REGION,False,2,2,0,0,0,1.0,3,3,UNKNOWN
105,J1_FREE_R4,160,FIT_PairCorrect,BODY_REGION,False,1,1,0,0,0,1.0,2,2,UNKNOWN
105,J1_FREE_R4,160,EVAL_PairCorrect,BODY_REGION,False,2,2,0,0,0,1.0,3,3,UNKNOWN
105,J1_FREE_R4,320,FIT_PairCorrect,BODY_REGION,False,1,1,0,0,0,1.0,2,2,UNKNOWN
105,J1_FREE_R4,320,EVAL_PairCorrect,BODY_REGION,False,2,2,0,0,0,1.0,3,3,UNKNOWN
105,J2_FREE_R16,160,FIT_PairCorrect,BODY_REGION,False,1,1,0,0,0,1.0,2,2,UNKNOWN
105,J2_FREE_R16,160,EVAL_PairCorrect,BODY_REGION,False,2,2,0,0,0,1.0,3,3,UNKNOWN
105,J2_FREE_R16,320,FIT_PairCorrect,BODY_REGION,False,1,1,0,0,0,1.0,2,2,UNKNOWN
105,J2_FREE_R16,320,EVAL_PairCorrect,BODY_REGION,False,2,2,0,0,0,1.0,3,3,UNKNOWN
106,J0_CP_R4,160,FIT_PairCorrect,BODY_REGION,False,3,3,0,0,0,1.0,4,4,UNKNOWN
106,J0_CP_R4,160,EVAL_PairCorrect,BODY_REGION,False,2,0,2,0,0,0.0,3,3,UNKNOWN
106,J0_CP_R4,320,FIT_PairCorrect,BODY_REGION,False,3,3,0,0,0,1.0,4,4,UNKNOWN
106,J0_CP_R4,320,EVAL_PairCorrect,BODY_REGION,False,2,0,2,0,0,0.0,3,3,UNKNOWN
106,J1_FREE_R4,160,FIT_PairCorrect,BODY_REGION,False,3,3,0,0,0,1.0,4,4,UNKNOWN
106,J1_FREE_R4,160,EVAL_PairCorrect,BODY_REGION,False,2,1,1,0,0,0.5,3,3,UNKNOWN
106,J1_FREE_R4,320,FIT_PairCorrect,BODY_REGION,False,3,3,0,0,0,1.0,4,4,UNKNOWN
106,J1_FREE_R4,320,EVAL_PairCorrect,BODY_REGION,False,2,1,1,0,0,0.5,3,3,UNKNOWN
106,J2_FREE_R16,160,FIT_PairCorrect,BODY_REGION,False,3,3,0,0,0,1.0,4,4,UNKNOWN
106,J2_FREE_R16,160,EVAL_PairCorrect,BODY_REGION,False,2,1,1,0,0,0.5,3,3,UNKNOWN
106,J2_FREE_R16,320,FIT_PairCorrect,BODY_REGION,False,3,3,0,0,0,1.0,4,4,UNKNOWN
106,J2_FREE_R16,320,EVAL_PairCorrect,BODY_REGION,False,2,1,1,0,0,0.5,3,3,UNKNOWN
107,J0_CP_R4,160,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,0,0,0,1,0.0,2,2,UNKNOWN
107,J0_CP_R4,160,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,0,0,0,1,0.0,2,2,UNKNOWN
107,J0_CP_R4,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,0,0,1,0,0.0,2,2,UNKNOWN
107,J0_CP_R4,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,0,0,1,0,0.0,2,2,UNKNOWN
107,J1_FREE_R4,160,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
107,J1_FREE_R4,160,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
107,J1_FREE_R4,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
107,J1_FREE_R4,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
107,J2_FREE_R16,160,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
107,J2_FREE_R16,160,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
107,J2_FREE_R16,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
107,J2_FREE_R16,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
108,J0_CP_R4,160,FIT_PairCorrect,BODY_REGION,False,3,3,0,0,0,1.0,4,4,UNKNOWN
108,J0_CP_R4,160,EVAL_PairCorrect,BODY_REGION,False,2,1,1,0,0,0.5,3,3,UNKNOWN
108,J0_CP_R4,320,FIT_PairCorrect,BODY_REGION,False,3,3,0,0,0,1.0,4,4,UNKNOWN
108,J0_CP_R4,320,EVAL_PairCorrect,BODY_REGION,False,2,1,1,0,0,0.5,3,3,UNKNOWN
108,J1_FREE_R4,160,FIT_PairCorrect,BODY_REGION,False,3,3,0,0,0,1.0,4,4,UNKNOWN
108,J1_FREE_R4,160,EVAL_PairCorrect,BODY_REGION,False,2,1,1,0,0,0.5,3,3,UNKNOWN
108,J1_FREE_R4,320,FIT_PairCorrect,BODY_REGION,False,3,3,0,0,0,1.0,4,4,UNKNOWN
108,J1_FREE_R4,320,EVAL_PairCorrect,BODY_REGION,False,2,1,1,0,0,0.5,3,3,UNKNOWN
108,J2_FREE_R16,160,FIT_PairCorrect,BODY_REGION,False,3,3,0,0,0,1.0,4,4,UNKNOWN
108,J2_FREE_R16,160,EVAL_PairCorrect,BODY_REGION,False,2,1,1,0,0,0.5,3,3,UNKNOWN
108,J2_FREE_R16,320,FIT_PairCorrect,BODY_REGION,False,3,3,0,0,0,1.0,4,4,UNKNOWN
108,J2_FREE_R16,320,EVAL_PairCorrect,BODY_REGION,False,2,1,1,0,0,0.5,3,3,UNKNOWN
109,J0_CP_R4,160,FIT_PairCorrect,ORGAN_VISIBILITY,True,2,2,0,0,0,1.0,3,3,UNKNOWN
109,J0_CP_R4,160,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
109,J0_CP_R4,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,2,2,0,0,0,1.0,3,3,UNKNOWN
109,J0_CP_R4,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
109,J1_FREE_R4,160,FIT_PairCorrect,ORGAN_VISIBILITY,True,2,2,0,0,0,1.0,3,3,UNKNOWN
109,J1_FREE_R4,160,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
109,J1_FREE_R4,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,2,2,0,0,0,1.0,3,3,UNKNOWN
109,J1_FREE_R4,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
109,J2_FREE_R16,160,FIT_PairCorrect,ORGAN_VISIBILITY,True,2,2,0,0,0,1.0,3,3,UNKNOWN
109,J2_FREE_R16,160,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
109,J2_FREE_R16,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,2,2,0,0,0,1.0,3,3,UNKNOWN
109,J2_FREE_R16,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
110,J0_CP_R4,160,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
110,J0_CP_R4,160,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,0,1,0,0,0.0,2,2,UNKNOWN
110,J0_CP_R4,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
110,J0_CP_R4,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,0,1,0,0,0.0,2,2,UNKNOWN
110,J1_FREE_R4,160,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
110,J1_FREE_R4,160,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,0,1,0,0,0.0,2,2,UNKNOWN
110,J1_FREE_R4,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
110,J1_FREE_R4,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,0,1,0,0,0.0,2,2,UNKNOWN
110,J2_FREE_R16,160,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
110,J2_FREE_R16,160,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,0,1,0,0,0.0,2,2,UNKNOWN
110,J2_FREE_R16,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
110,J2_FREE_R16,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,0,1,0,0,0.0,2,2,UNKNOWN
111,J0_CP_R4,160,FIT_PairCorrect,ORGAN_VISIBILITY,False,1,0,0,1,0,0.0,2,2,UNKNOWN
111,J0_CP_R4,160,EVAL_PairCorrect,ORGAN_VISIBILITY,False,1,0,0,1,0,0.0,2,2,UNKNOWN
111,J0_CP_R4,320,FIT_PairCorrect,ORGAN_VISIBILITY,False,1,0,0,1,0,0.0,2,2,UNKNOWN
111,J0_CP_R4,320,EVAL_PairCorrect,ORGAN_VISIBILITY,False,1,0,0,1,0,0.0,2,2,UNKNOWN
111,J1_FREE_R4,160,FIT_PairCorrect,ORGAN_VISIBILITY,False,1,1,0,0,0,1.0,2,2,UNKNOWN
111,J1_FREE_R4,160,EVAL_PairCorrect,ORGAN_VISIBILITY,False,1,1,0,0,0,1.0,2,2,UNKNOWN
111,J1_FREE_R4,320,FIT_PairCorrect,ORGAN_VISIBILITY,False,1,1,0,0,0,1.0,2,2,UNKNOWN
111,J1_FREE_R4,320,EVAL_PairCorrect,ORGAN_VISIBILITY,False,1,1,0,0,0,1.0,2,2,UNKNOWN
111,J2_FREE_R16,160,FIT_PairCorrect,ORGAN_VISIBILITY,False,1,1,0,0,0,1.0,2,2,UNKNOWN
111,J2_FREE_R16,160,EVAL_PairCorrect,ORGAN_VISIBILITY,False,1,1,0,0,0,1.0,2,2,UNKNOWN
111,J2_FREE_R16,320,FIT_PairCorrect,ORGAN_VISIBILITY,False,1,1,0,0,0,1.0,2,2,UNKNOWN
111,J2_FREE_R16,320,EVAL_PairCorrect,ORGAN_VISIBILITY,False,1,1,0,0,0,1.0,2,2,UNKNOWN
112,J0_CP_R4,160,FIT_PairCorrect,ACQUISITION_WEIGHTING,False,1,1,0,0,0,1.0,2,2,UNKNOWN
112,J0_CP_R4,160,EVAL_PairCorrect,ACQUISITION_WEIGHTING,False,1,0,1,0,0,0.0,2,2,UNKNOWN
112,J0_CP_R4,320,FIT_PairCorrect,ACQUISITION_WEIGHTING,False,1,1,0,0,0,1.0,2,2,UNKNOWN
112,J0_CP_R4,320,EVAL_PairCorrect,ACQUISITION_WEIGHTING,False,1,0,1,0,0,0.0,2,2,UNKNOWN
112,J1_FREE_R4,160,FIT_PairCorrect,ACQUISITION_WEIGHTING,False,1,1,0,0,0,1.0,2,2,UNKNOWN
112,J1_FREE_R4,160,EVAL_PairCorrect,ACQUISITION_WEIGHTING,False,1,0,1,0,0,0.0,2,2,UNKNOWN
112,J1_FREE_R4,320,FIT_PairCorrect,ACQUISITION_WEIGHTING,False,1,1,0,0,0,1.0,2,2,UNKNOWN
112,J1_FREE_R4,320,EVAL_PairCorrect,ACQUISITION_WEIGHTING,False,1,0,1,0,0,0.0,2,2,UNKNOWN
112,J2_FREE_R16,160,FIT_PairCorrect,ACQUISITION_WEIGHTING,False,1,1,0,0,0,1.0,2,2,UNKNOWN
112,J2_FREE_R16,160,EVAL_PairCorrect,ACQUISITION_WEIGHTING,False,1,0,1,0,0,0.0,2,2,UNKNOWN
112,J2_FREE_R16,320,FIT_PairCorrect,ACQUISITION_WEIGHTING,False,1,1,0,0,0,1.0,2,2,UNKNOWN
112,J2_FREE_R16,320,EVAL_PairCorrect,ACQUISITION_WEIGHTING,False,1,0,1,0,0,0.0,2,2,UNKNOWN
113,J0_CP_R4,160,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
113,J0_CP_R4,160,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,0,1,0,0,0.0,2,2,UNKNOWN
113,J0_CP_R4,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
113,J0_CP_R4,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
113,J1_FREE_R4,160,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
113,J1_FREE_R4,160,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
113,J1_FREE_R4,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
113,J1_FREE_R4,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
113,J2_FREE_R16,160,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
113,J2_FREE_R16,160,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
113,J2_FREE_R16,320,FIT_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
113,J2_FREE_R16,320,EVAL_PairCorrect,ORGAN_VISIBILITY,True,1,1,0,0,0,1.0,2,2,UNKNOWN
114,J0_CP_R4,160,FIT_PairCorrect,OTHER_SUPPORTED_ATTRIBUTE,False,1,1,0,0,0,1.0,2,2,UNKNOWN
114,J0_CP_R4,320,FIT_PairCorrect,OTHER_SUPPORTED_ATTRIBUTE,False,1,1,0,0,0,1.0,2,2,UNKNOWN
114,J1_FREE_R4,160,FIT_PairCorrect,OTHER_SUPPORTED_ATTRIBUTE,False,1,1,0,0,0,1.0,2,2,UNKNOWN
114,J1_FREE_R4,320,FIT_PairCorrect,OTHER_SUPPORTED_ATTRIBUTE,False,1,1,0,0,0,1.0,2,2,UNKNOWN
114,J2_FREE_R16,160,FIT_PairCorrect,OTHER_SUPPORTED_ATTRIBUTE,False,1,1,0,0,0,1.0,2,2,UNKNOWN
114,J2_FREE_R16,320,FIT_PairCorrect,OTHER_SUPPORTED_ATTRIBUTE,False,1,1,0,0,0,1.0,2,2,UNKNOWN
116,J0_CP_R4,160,FIT_PairCorrect,BODY_REGION,False,1,1,0,0,0,1.0,2,2,UNKNOWN
116,J0_CP_R4,160,EVAL_PairCorrect,BODY_REGION,False,1,0,1,0,0,0.0,2,2,UNKNOWN
116,J0_CP_R4,320,FIT_PairCorrect,BODY_REGION,False,1,1,0,0,0,1.0,2,2,UNKNOWN
116,J0_CP_R4,320,EVAL_PairCorrect,BODY_REGION,False,1,0,1,0,0,0.0,2,2,UNKNOWN
116,J1_FREE_R4,160,FIT_PairCorrect,BODY_REGION,False,1,1,0,0,0,1.0,2,2,UNKNOWN
116,J1_FREE_R4,160,EVAL_PairCorrect,BODY_REGION,False,1,0,1,0,0,0.0,2,2,UNKNOWN
116,J1_FREE_R4,320,FIT_PairCorrect,BODY_REGION,False,1,1,0,0,0,1.0,2,2,UNKNOWN
116,J1_FREE_R4,320,EVAL_PairCorrect,BODY_REGION,False,1,0,1,0,0,0.0,2,2,UNKNOWN
116,J2_FREE_R16,160,FIT_PairCorrect,BODY_REGION,False,1,1,0,0,0,1.0,2,2,UNKNOWN
116,J2_FREE_R16,160,EVAL_PairCorrect,BODY_REGION,False,1,0,1,0,0,0.0,2,2,UNKNOWN
116,J2_FREE_R16,320,FIT_PairCorrect,BODY_REGION,False,1,1,0,0,0,1.0,2,2,UNKNOWN
116,J2_FREE_R16,320,EVAL_PairCorrect,BODY_REGION,False,1,0,1,0,0,0.0,2,2,UNKNOWN
