arm,stage,step,field,n,mean,min,max
B0,CP_W0,3,native_ce,48,0.05156991592957638,0.007442007306963205,0.14527012407779694
B0,CP_W0,3,update_norm,48,1.1087444128158193,0.035252511501312256,48.568119049072266
B0,CP_W0,3,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,3,weighted_fit_gradient_norm,48,0.03709418010354663,0.012243526987731457,0.0819813534617424
B0,CP_W0,3,weighted_native_gradient_norm,48,0.030387277831323445,0.009265776723623276,0.07590588927268982
B0,CP_W0,4,CE_gradient_norm,46,0.059045549725060875,0.016758562996983528,0.1396486610174179
B0,CP_W0,4,clipped_grad_norm,48,0.05826930903519193,0.016758562996983528,0.1396486610174179
B0,CP_W0,4,fit_ce,48,0.050393627296822764,0.006738367490470409,0.14369508624076843
B0,CP_W0,4,fit_index,48,4,4,4
B0,CP_W0,4,grad_norm,48,0.0582693088411664,0.016758562996983528,0.1396486461162567
B0,CP_W0,4,native_ce,48,0.05071251314560262,0.007159682456403971,0.14389514923095703
B0,CP_W0,4,update_norm,48,1.0246344503636162,0.03944247215986252,44.4159049987793
B0,CP_W0,4,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,4,weighted_fit_gradient_norm,48,0.03043908530768628,0.008076442405581474,0.07099909335374832
B0,CP_W0,4,weighted_native_gradient_norm,48,0.0295702643537273,0.008794259279966354,0.07405311614274979
B0,CP_W0,5,CE_gradient_norm,46,0.057829442960412605,0.01554124429821968,0.13823457062244415
B0,CP_W0,5,clipped_grad_norm,48,0.057061038174045585,0.01554124429821968,0.13823457062244415
B0,CP_W0,5,fit_ce,48,0.04990610214493548,0.006083008833229542,0.1426844447851181
B0,CP_W0,5,fit_index,48,1,1,1
B0,CP_W0,5,grad_norm,48,0.05706103858149921,0.015541243366897106,0.13823455572128296
B0,CP_W0,5,native_ce,48,0.04987988889721843,0.0068733119405806065,0.14258112013339996
B0,CP_W0,5,update_norm,48,0.10478089974882702,0.04297197610139847,0.20650547742843628
B0,CP_W0,5,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,5,weighted_fit_gradient_norm,48,0.029629884763077523,0.007227389607578516,0.07259958237409592
B0,CP_W0,5,weighted_native_gradient_norm,48,0.02888777289384355,0.008359556086361408,0.07242642343044281
B0,CP_W0,6,CE_gradient_norm,46,0.057283742393812405,0.015998290851712227,0.14028510451316833
B0,CP_W0,6,clipped_grad_norm,48,0.0565238418445612,0.015998290851712227,0.14028510451316833
B0,CP_W0,6,fit_ce,48,0.04973369799942399,0.006633634679019451,0.14406554400920868
B0,CP_W0,6,fit_index,48,2,2,2
B0,CP_W0,6,grad_norm,48,0.05652384176695099,0.015998290851712227,0.14028510451316833
B0,CP_W0,6,native_ce,48,0.04910022507344062,0.006609384901821613,0.14136303961277008
B0,CP_W0,6,update_norm,48,0.10184472993326683,0.04396820813417435,0.19952960312366486
B0,CP_W0,6,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,6,weighted_fit_gradient_norm,48,0.02962206696004917,0.008063129149377346,0.07007725536823273
B0,CP_W0,6,weighted_native_gradient_norm,48,0.02826509556810682,0.00796882901340723,0.07093145698308945
B0,CP_W0,7,CE_gradient_norm,46,0.059167137814928654,0.017078818753361702,0.13917340338230133
B0,CP_W0,7,clipped_grad_norm,48,0.05835934499433885,0.017078818753361702,0.13917340338230133
B0,CP_W0,7,fit_ce,48,0.0507656487946709,0.007792259566485882,0.1424383968114853
B0,CP_W0,7,fit_index,48,3,3,3
B0,CP_W0,7,grad_norm,48,0.05835934398540606,0.01707882061600685,0.13917340338230133
B0,CP_W0,7,native_ce,48,0.048336832027416676,0.0063659874722361565,0.1401793211698532
B0,CP_W0,7,update_norm,48,1.144700739455099,0.044280845671892166,50.0379524230957
B0,CP_W0,7,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,7,weighted_fit_gradient_norm,48,0.03342987199236328,0.009988225996494293,0.07342801243066788
B0,CP_W0,7,weighted_native_gradient_norm,48,0.027652459015371278,0.0076157343573868275,0.06942961364984512
B0,CP_W0,8,CE_gradient_norm,46,0.05390399929298007,0.013932518661022186,0.1273895502090454
B0,CP_W0,8,clipped_grad_norm,48,0.053196822836374245,0.013932518661022186,0.1273895502090454
B0,CP_W0,8,fit_ce,48,0.04729561174948079,0.005804120097309351,0.13865408301353455
B0,CP_W0,8,fit_index,48,4,4,4
B0,CP_W0,8,grad_norm,48,0.05319682304980233,0.013932519592344761,0.1273895651102066
B0,CP_W0,8,native_ce,48,0.04760920138990817,0.006124808918684721,0.13899677991867065
B0,CP_W0,8,update_norm,48,0.5956031992876282,0.04863877594470978,23.51579475402832
B0,CP_W0,8,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,8,weighted_fit_gradient_norm,48,0.02786432871168169,0.006738408003002405,0.06499557197093964
B0,CP_W0,8,weighted_native_gradient_norm,48,0.027089555514976382,0.007291337475180626,0.06793789565563202
B0,CP_W0,9,CE_gradient_norm,46,0.05319703813723248,0.013066659681499004,0.1265549659729004
B0,CP_W0,9,clipped_grad_norm,48,0.052484741259831935,0.013066659681499004,0.1265549659729004
B0,CP_W0,9,fit_ce,48,0.04690958398471897,0.005265832878649235,0.13790194690227509
B0,CP_W0,9,fit_index,48,1,1,1
B0,CP_W0,9,grad_norm,48,0.05248474133744215,0.013066659681499004,0.1265549659729004
B0,CP_W0,9,native_ce,48,0.04688223890843801,0.00590077368542552,0.1377190202474594
B0,CP_W0,9,update_norm,48,0.5966887871424357,0.050600674003362656,23.533382415771484
B0,CP_W0,9,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,9,weighted_fit_gradient_norm,48,0.027368479679959517,0.006126680411398411,0.06603085994720459
B0,CP_W0,9,weighted_native_gradient_norm,48,0.026545007635528844,0.006986561231315136,0.066663458943367
B0,CP_W0,10,CE_gradient_norm,46,0.05278890136548359,0.01339180301874876,0.1294492930173874
B0,CP_W0,10,clipped_grad_norm,48,0.05209062723830963,0.01339180301874876,0.1294492930173874
B0,CP_W0,10,fit_ce,48,0.04681880983601635,0.0057180505245924,0.13943223655223846
B0,CP_W0,10,fit_index,48,2,2,2
B0,CP_W0,10,grad_norm,48,0.052090627005478986,0.01339180301874876,0.1294492930173874
B0,CP_W0,10,native_ce,48,0.0462078515944692,0.005684970878064632,0.13663972914218903
B0,CP_W0,10,update_norm,48,1.0454205635469407,0.04429544508457184,23.546659469604492
B0,CP_W0,10,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,10,weighted_fit_gradient_norm,48,0.027422926660316687,0.00675295852124691,0.06469395756721497
B0,CP_W0,10,weighted_native_gradient_norm,48,0.026034210469030466,0.006667701061815023,0.06550087034702301
B0,CP_W0,11,CE_gradient_norm,46,0.05431901349726578,0.014358875341713428,0.12817594408988953
B0,CP_W0,11,clipped_grad_norm,48,0.05358170370648926,0.014358875341713428,0.12817594408988953
B0,CP_W0,11,fit_ce,48,0.047739879509511716,0.0067465961910784245,0.13831491768360138
B0,CP_W0,11,fit_index,48,3,3,3
B0,CP_W0,11,grad_norm,48,0.05358170326023052,0.014358874410390854,0.12817594408988953
B0,CP_W0,11,native_ce,48,0.04554197880982732,0.005492006428539753,0.1356155425310135
B0,CP_W0,11,update_norm,48,1.89773496442164,0.046443238854408264,62.59880828857422
B0,CP_W0,11,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,11,weighted_fit_gradient_norm,48,0.03081180960483228,0.008408885449171066,0.067598856985569
B0,CP_W0,11,weighted_native_gradient_norm,48,0.025504680136994768,0.006429863162338734,0.0641850158572197
B0,CP_W0,12,CE_gradient_norm,46,0.0496885003319577,0.011812367476522923,0.11725561320781708
B0,CP_W0,12,clipped_grad_norm,48,0.04902788164326921,0.011812367476522923,0.11725561320781708
B0,CP_W0,12,fit_ce,48,0.04460574317878733,0.005042525008320808,0.13394367694854736
B0,CP_W0,12,fit_index,48,4,4,4
B0,CP_W0,12,grad_norm,48,0.04902788222534582,0.011812367476522923,0.11725562065839767
B0,CP_W0,12,native_ce,48,0.044891435226115085,0.00531303696334362,0.13443364202976227
B0,CP_W0,12,update_norm,48,0.5954469074495137,0.048466380685567856,23.593351364135742
B0,CP_W0,12,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,12,weighted_fit_gradient_norm,48,0.025793442143670593,0.00575263099744916,0.05982714518904686
B0,CP_W0,12,weighted_native_gradient_norm,48,0.02500595461848813,0.006155300419777632,0.0628499686717987
B0,CP_W0,13,CE_gradient_norm,46,0.04910246614852677,0.011106150224804878,0.11707598716020584
B0,CP_W0,13,clipped_grad_norm,48,0.048440279361481466,0.011106150224804878,0.11707598716020584
B0,CP_W0,13,fit_ce,48,0.04430192557629198,0.004594952799379826,0.1340276151895523
B0,CP_W0,13,fit_index,48,1,1,1
B0,CP_W0,13,grad_norm,48,0.04844027912865082,0.011106150224804878,0.11707597970962524
B0,CP_W0,13,native_ce,48,0.04427551768215684,0.005122319329530001,0.13343657553195953
B0,CP_W0,13,update_norm,48,0.5958148999294887,0.047865647822618484,23.615440368652344
B0,CP_W0,13,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,13,weighted_fit_gradient_norm,48,0.025345332561604057,0.005226380657404661,0.059417929500341415
B0,CP_W0,13,weighted_native_gradient_norm,48,0.024545834632590413,0.005928059108555317,0.06182948872447014
B0,CP_W0,14,CE_gradient_norm,46,0.048853812131868755,0.01142091490328312,0.11995695531368256
B0,CP_W0,14,clipped_grad_norm,48,0.04820560923932741,0.01142091490328312,0.11995695531368256
B0,CP_W0,14,fit_ce,48,0.04427438472824482,0.004980894271284342,0.1348883956670761
B0,CP_W0,14,fit_index,48,2,2,2
B0,CP_W0,14,grad_norm,48,0.04820560927813252,0.01142091490328312,0.11995695531368256
B0,CP_W0,14,native_ce,48,0.04366371712724989,0.004954655654728413,0.13234198093414307
B0,CP_W0,14,update_norm,48,0.5926467298219601,0.0405353382229805,23.633529663085938
B0,CP_W0,14,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,14,weighted_fit_gradient_norm,48,0.02549480624535742,0.005751817021518946,0.06131356209516525
B0,CP_W0,14,weighted_native_gradient_norm,48,0.024106975838852424,0.005700526759028435,0.0607847236096859
B0,CP_W0,15,CE_gradient_norm,46,0.050444800690140415,0.012251187115907669,0.11887089163064957
B0,CP_W0,15,clipped_grad_norm,48,0.04975972871761769,0.012251187115907669,0.11887089163064957
B0,CP_W0,15,fit_ce,48,0.045140847156289965,0.005874330177903175,0.13495339453220367
B0,CP_W0,15,fit_index,48,3,3,3
B0,CP_W0,15,grad_norm,48,0.049759728678812586,0.012251187115907669,0.11887089163064957
B0,CP_W0,15,native_ce,48,0.04308782190976975,0.004807684104889631,0.13136456906795502
B0,CP_W0,15,update_norm,48,0.1026524300687015,0.04386834055185318,0.20083275437355042
B0,CP_W0,15,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,15,weighted_fit_gradient_norm,48,0.028791787519973393,0.007178653497248888,0.06282690167427063
B0,CP_W0,15,weighted_native_gradient_norm,48,0.023669656007162605,0.00550610339269042,0.059616804122924805
B0,CP_W0,16,CE_gradient_norm,46,0.04610017458300875,0.010199901647865772,0.10867585241794586
B0,CP_W0,16,clipped_grad_norm,48,0.04547950161698585,0.010199901647865772,0.10867585241794586
B0,CP_W0,16,fit_ce,48,0.04225137060469327,0.004429251421242952,0.13006703555583954
B0,CP_W0,16,fit_index,48,4,4,4
B0,CP_W0,16,grad_norm,48,0.04547950103490924,0.010199901647865772,0.10867585241794586
B0,CP_W0,16,native_ce,48,0.042517993211125336,0.00464265700429678,0.13036327064037323
B0,CP_W0,16,update_norm,48,0.10213797531711559,0.0462706983089447,0.20117734372615814
B0,CP_W0,16,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,16,weighted_fit_gradient_norm,48,0.02400956140869918,0.004993744660168886,0.05556691065430641
B0,CP_W0,16,weighted_native_gradient_norm,48,0.02323640008883861,0.005293681751936674,0.05835316702723503
B0,CP_W0,17,CE_gradient_norm,46,0.04561876776911642,0.009635286405682564,0.1084970012307167
B0,CP_W0,17,clipped_grad_norm,48,0.04499678538801769,0.009635286405682564,0.1084970012307167
B0,CP_W0,17,fit_ce,48,0.04201120925912013,0.0040420712903141975,0.13084183633327484
B0,CP_W0,17,fit_index,48,1,1,1
B0,CP_W0,17,grad_norm,48,0.04499678565965345,0.009635286405682564,0.1084970012307167
B0,CP_W0,17,native_ce,48,0.041977776835362114,0.004496073350310326,0.12938523292541504
B0,CP_W0,17,update_norm,48,0.6079062142719825,0.04650839418172836,24.39545249938965
B0,CP_W0,17,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,17,weighted_fit_gradient_norm,48,0.023604873451404274,0.004565714858472347,0.05443856120109558
B0,CP_W0,17,weighted_native_gradient_norm,48,0.02284875193921228,0.0051131471991539,0.057428762316703796
B0,CP_W0,18,CE_gradient_norm,46,0.04549597890075782,0.009933709166944027,0.11136429756879807
B0,CP_W0,18,clipped_grad_norm,48,0.04488839187736934,0.009933709166944027,0.11136429756879807
B0,CP_W0,18,fit_ce,48,0.04201219025223205,0.004389635287225246,0.13116344809532166
B0,CP_W0,18,fit_index,48,2,2,2
B0,CP_W0,18,grad_norm,48,0.044888392207212746,0.009933708235621452,0.11136429756879807
B0,CP_W0,18,native_ce,48,0.041440331464400515,0.004376639146357775,0.128339022397995
B0,CP_W0,18,update_norm,48,0.591084926466768,0.04151005297899246,23.731910705566406
B0,CP_W0,18,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,18,weighted_fit_gradient_norm,48,0.023832179984310642,0.005010611843317747,0.058985136449337006
B0,CP_W0,18,weighted_native_gradient_norm,48,0.022465759655460715,0.004949935711920261,0.05648868530988693
B0,CP_W0,19,CE_gradient_norm,46,0.047118771153137735,0.010654577054083347,0.1108243316411972
B0,CP_W0,19,clipped_grad_norm,48,0.046469929065400116,0.010654577054083347,0.1108243316411972
B0,CP_W0,19,fit_ce,48,0.042844145597579576,0.005190636031329632,0.13180990517139435
B0,CP_W0,19,fit_index,48,3,3,3
B0,CP_W0,19,grad_norm,48,0.04646992922062054,0.010654577054083347,0.1108243390917778
B0,CP_W0,19,native_ce,48,0.040922155807493255,0.00423714192584157,0.12752825021743774
B0,CP_W0,19,update_norm,48,0.09872578472519915,0.044547196477651596,0.1899425983428955
B0,CP_W0,19,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,19,weighted_fit_gradient_norm,48,0.02706620399840176,0.006249626167118549,0.058754812926054
B0,CP_W0,19,weighted_native_gradient_norm,48,0.022078267647884786,0.00480375811457634,0.05547710880637169
B0,CP_W0,20,CE_gradient_norm,46,0.04301672218286473,0.008968986570835114,0.10138829797506332
B0,CP_W0,20,clipped_grad_norm,48,0.04243048319282631,0.008968986570835114,0.10138829797506332
B0,CP_W0,20,fit_ce,48,0.040165083832107484,0.003934768028557301,0.12700317800045013
B0,CP_W0,20,fit_index,48,4,4,4
B0,CP_W0,20,grad_norm,48,0.0424304826107497,0.008968986570835114,0.10138829052448273
B0,CP_W0,20,native_ce,48,0.04042181477416307,0.004118594340980053,0.12687554955482483
B0,CP_W0,20,update_norm,48,0.0980955206323415,0.04685509204864502,0.18978862464427948
B0,CP_W0,20,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,20,weighted_fit_gradient_norm,48,0.022505377846149106,0.0044142864644527435,0.051981452852487564
B0,CP_W0,20,weighted_native_gradient_norm,48,0.02171136563993059,0.004638012498617172,0.05450721085071564
B0,CP_W0,21,CE_gradient_norm,46,0.042630995684505804,0.008460307493805885,0.10107395052909851
B0,CP_W0,21,clipped_grad_norm,48,0.04204435974437123,0.008460307493805885,0.10107395052909851
B0,CP_W0,21,fit_ce,48,0.03997084716684185,0.0036044842563569546,0.1278863400220871
B0,CP_W0,21,fit_index,48,1,1,1
B0,CP_W0,21,grad_norm,48,0.04204435972496867,0.00846030842512846,0.10107395052909851
B0,CP_W0,21,native_ce,48,0.03993141861671271,0.004001935478299856,0.12599577009677887
B0,CP_W0,21,update_norm,48,0.09767562655421595,0.04362073168158531,0.18873491883277893
B0,CP_W0,21,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,21,weighted_fit_gradient_norm,48,0.022147589741507545,0.003999789711087942,0.05047444999217987
B0,CP_W0,21,weighted_native_gradient_norm,48,0.021358745221126203,0.004499038215726614,0.053596146404743195
B0,CP_W0,22,CE_gradient_norm,46,0.042601104926965803,0.008727539330720901,0.10397594422101974
B0,CP_W0,22,clipped_grad_norm,48,0.042022100009489805,0.008727539330720901,0.10397594422101974
B0,CP_W0,22,fit_ce,48,0.040013090280505516,0.003900950774550438,0.12803182005882263
B0,CP_W0,22,fit_index,48,2,2,2
B0,CP_W0,22,grad_norm,48,0.042022100649774075,0.008727539330720901,0.10397594422101974
B0,CP_W0,22,native_ce,48,0.039463480798682816,0.003884483128786087,0.12537887692451477
B0,CP_W0,22,update_norm,48,0.09420720449027915,0.03712095320224762,0.18125654757022858
B0,CP_W0,22,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,22,weighted_fit_gradient_norm,48,0.022415238607209176,0.00441101286560297,0.05761740729212761
B0,CP_W0,22,weighted_native_gradient_norm,48,0.021034957899246365,0.00434317160397768,0.05272962152957916
B0,CP_W0,23,CE_gradient_norm,46,0.044235936163560204,0.009402818977832794,0.10401535034179688
B0,CP_W0,23,clipped_grad_norm,48,0.04360836375659952,0.009402818977832794,0.10401535034179688
B0,CP_W0,23,fit_ce,48,0.04081427552349245,0.004622031934559345,0.12880027294158936
B0,CP_W0,23,fit_index,48,3,3,3
B0,CP_W0,23,grad_norm,48,0.04360836391181996,0.009402818977832794,0.10401535779237747
B0,CP_W0,23,native_ce,48,0.0390066745361158,0.003789579961448908,0.12476484477519989
B0,CP_W0,23,update_norm,48,0.7500050438102335,0.04076715558767319,31.54033088684082
B0,CP_W0,23,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,23,weighted_fit_gradient_norm,48,0.025569897300253313,0.005537551827728748,0.05537737160921097
B0,CP_W0,23,weighted_native_gradient_norm,48,0.020696957314309355,0.004245982505381107,0.05194452404975891
B0,CP_W0,24,CE_gradient_norm,46,0.04031777424413873,0.007976314052939415,0.09479358792304993
B0,CP_W0,24,clipped_grad_norm,48,0.039762437207779534,0.007976314052939415,0.09479358792304993
B0,CP_W0,24,fit_ce,48,0.03831914801169963,0.003520691068843007,0.12427296489477158
B0,CP_W0,24,fit_index,48,4,4,4
B0,CP_W0,24,grad_norm,48,0.03976243742120763,0.00797631498426199,0.09479359537363052
B0,CP_W0,24,native_ce,48,0.03854925381407762,0.003686022013425827,0.12392236292362213
B0,CP_W0,24,update_norm,48,2.309909913300847,0.042295537889003754,57.26081466674805
B0,CP_W0,24,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,24,weighted_fit_gradient_norm,48,0.02118886255387527,0.003948352765291929,0.04871077835559845
B0,CP_W0,24,weighted_native_gradient_norm,48,0.020369298581499606,0.004105139523744583,0.05105382576584816
B0,CP_W0,25,CE_gradient_norm,46,0.04004623150736417,0.007555040065199137,0.09447533637285233
B0,CP_W0,25,clipped_grad_norm,48,0.039487982799376674,0.007555040065199137,0.09447533637285233
B0,CP_W0,25,fit_ce,48,0.03815486637176946,0.0032283440232276917,0.12517370283603668
B0,CP_W0,25,fit_index,48,1,1,1
B0,CP_W0,25,grad_norm,48,0.03948798292549327,0.007555039599537849,0.09447533637285233
B0,CP_W0,25,native_ce,48,0.038119941911039255,0.0035899276845157146,0.12336371093988419
B0,CP_W0,25,update_norm,48,1.8041220792414,0.04009317606687546,57.414527893066406
B0,CP_W0,25,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,25,weighted_fit_gradient_norm,48,0.02087790954101365,0.003620980540290475,0.04682447761297226
B0,CP_W0,25,weighted_native_gradient_norm,48,0.020083071751287207,0.003987681586295366,0.05017753317952156
B0,CP_W0,26,CE_gradient_norm,46,0.04005564251185759,0.00779831875115633,0.09726011008024216
B0,CP_W0,26,clipped_grad_norm,48,0.03950449362552414,0.00779831875115633,0.09726011008024216
B0,CP_W0,26,fit_ce,48,0.03822365628244976,0.003494737669825554,0.12538865208625793
B0,CP_W0,26,fit_index,48,2,2,2
B0,CP_W0,26,grad_norm,48,0.039504493586719036,0.00779831875115633,0.09726011008024216
B0,CP_W0,26,native_ce,48,0.037697626272953734,0.003501086262986064,0.12278956919908524
B0,CP_W0,26,update_norm,48,2.4831491860871515,0.03487314283847809,57.56520080566406
B0,CP_W0,26,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,26,weighted_fit_gradient_norm,48,0.021150486718397588,0.003936131950467825,0.05661682412028313
B0,CP_W0,26,weighted_native_gradient_norm,48,0.019796985604140598,0.003891937667503953,0.0494438037276268
B0,CP_W0,27,CE_gradient_norm,46,0.04173454370997522,0.008348638191819191,0.09783787280321121
B0,CP_W0,27,clipped_grad_norm,48,0.04113679584891846,0.008348638191819191,0.09783787280321121
B0,CP_W0,27,fit_ce,48,0.039010504415879645,0.004163617268204689,0.12600669264793396
B0,CP_W0,27,fit_index,48,3,3,3
B0,CP_W0,27,grad_norm,48,0.04113679592652867,0.008348638191819191,0.09783787280321121
B0,CP_W0,27,native_ce,48,0.0372916548124825,0.003411236684769392,0.12214309722185135
B0,CP_W0,27,update_norm,48,2.999091413881009,0.03580440208315849,57.7148323059082
B0,CP_W0,27,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,27,weighted_fit_gradient_norm,48,0.02425613875190417,0.004933021031320095,0.05383078381419182
B0,CP_W0,27,weighted_native_gradient_norm,48,0.019508780150014598,0.0037704703863710165,0.04865781217813492
B0,CP_W0,28,CE_gradient_norm,46,0.03798310091192632,0.007170627359300852,0.08894301950931549
B0,CP_W0,28,clipped_grad_norm,48,0.03745565405309511,0.007170627359300852,0.08894301950931549
B0,CP_W0,28,fit_ce,48,0.03666624707208636,0.003174765035510063,0.12149374186992645
B0,CP_W0,28,fit_index,48,4,4,4
B0,CP_W0,28,grad_norm,48,0.03745565425682192,0.0071706268936395645,0.0889430120587349
B0,CP_W0,28,native_ce,48,0.03689043060876429,0.003322229254990816,0.12134235352277756
B0,CP_W0,28,update_norm,48,3.935900697251782,0.036860935389995575,57.858009338378906
B0,CP_W0,28,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,28,weighted_fit_gradient_norm,48,0.020039161090001773,0.003571999492123723,0.045886341482400894
B0,CP_W0,28,weighted_native_gradient_norm,48,0.019222217151157867,0.0037026109639555216,0.047917190939188004
B0,CP_W0,29,CE_gradient_norm,46,0.037782848741778216,0.006802626419812441,0.08873139321804047
B0,CP_W0,29,clipped_grad_norm,48,0.037252302097234256,0.006802626419812441,0.08873139321804047
B0,CP_W0,29,fit_ce,48,0.03653779644325065,0.00292228814214468,0.12240288406610489
B0,CP_W0,29,fit_index,48,1,1,1
B0,CP_W0,29,grad_norm,48,0.03725230261140192,0.006802626885473728,0.08873139321804047
B0,CP_W0,29,native_ce,48,0.0364905239403015,0.0032360150944441557,0.1208651065826416
B0,CP_W0,29,update_norm,48,3.941571365343407,0.03649154305458069,58.00105285644531
B0,CP_W0,29,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,29,weighted_fit_gradient_norm,48,0.019763757930680487,0.0032533318735659122,0.04383337125182152
B0,CP_W0,29,weighted_native_gradient_norm,48,0.01896669728254589,0.003597720991820097,0.04727837070822716
B0,CP_W0,30,CE_gradient_norm,46,0.03785915393382311,0.007021035999059677,0.09139103442430496
B0,CP_W0,30,clipped_grad_norm,48,0.037335659842938185,0.007021035999059677,0.09139103442430496
B0,CP_W0,30,fit_ce,48,0.03662605123827234,0.0031633712351322174,0.12264257669448853
B0,CP_W0,30,fit_index,48,2,2,2
B0,CP_W0,30,grad_norm,48,0.0373356596683152,0.007021035999059677,0.09139103442430496
B0,CP_W0,30,native_ce,48,0.03612378598578895,0.003170950338244438,0.12021519243717194
B0,CP_W0,30,update_norm,48,3.944400566397235,0.03307332471013069,58.14308166503906
B0,CP_W0,30,weighted_U_gradient_norm,48,0.0,0.0,0.0
B0,CP_W0,30,weighted_fit_gradient_norm,48,0.020064074473339133,0.0035295470152050257,0.055345192551612854
B0,CP_W0,30,weighted_native_gradient_norm,48,0.018719075921884116,0.00351751153357327,0.046516306698322296
B0,CP_W0,31,CE_gradient_norm,46,0.03948253338508632,0.007524185813963413,0.09211302548646927
B0,CP_W0,31,clipped_grad_norm,48,0.038914196367841214,0.007524185813963413,0.09211302548646927
B0,CP_W0,31,fit_ce,48,0.03737209163955413,0.00377403711900115,0.12333423644304276
B0,CP_W0,31,fit_index,48,3,3,3
