event_index,seed,operating_point,source_group,logical_id,question_score,image_score,question_threshold,image_threshold,question_margin,image_margin
16,20260906,SECONDARY_COVERAGE90,e53d14d9442ae148,matched-evaluation-q3-hard5,2.8724582195281982,-1.2720191478729248,2.777430295944214,-1.3559731245040894,0.09502792358398438,0.08395397663116455
16,20260906,SECONDARY_COVERAGE90,bc343cc21877bccf,matched-evaluation-q4-hard4,2.8128020763397217,-0.7910528182983398,2.777430295944214,-1.3559731245040894,0.03537178039550781,0.5649203062057495
16,20260906,SECONDARY_COVERAGE90,e53d14d9442ae148,matched-evaluation-q4-hard5,2.798832654953003,-1.2012007236480713,2.777430295944214,-1.3559731245040894,0.021402359008789062,0.15477240085601807
1,20260907,PRIMARY_SAFETY_FIRST,facf45f91dc7cd17,matched-evaluation-q1-hard5,2.4624221324920654,-1.6703453063964844,-0.7286685705184937,-1.8954434394836426,3.191090703010559,0.2250981330871582
1,20260907,PRIMARY_SAFETY_FIRST,facf45f91dc7cd17,matched-evaluation-q2-hard5,2.4739015102386475,-1.8111340999603271,-0.7286685705184937,-1.8954434394836426,3.202570080757141,0.08430933952331543
1,20260907,PRIMARY_SAFETY_FIRST,facf45f91dc7cd17,matched-evaluation-q3-hard5,2.716684103012085,-1.7245068550109863,-0.7286685705184937,-1.8954434394836426,3.4453526735305786,0.17093658447265625
1,20260907,PRIMARY_SAFETY_FIRST,facf45f91dc7cd17,matched-evaluation-q4-hard5,1.8241922855377197,-1.783630132675171,-0.7286685705184937,-1.8954434394836426,2.5528608560562134,0.11181330680847168
1,20260907,SECONDARY_COVERAGE90,facf45f91dc7cd17,matched-evaluation-q1-hard5,2.4624221324920654,-1.6703453063964844,-0.7286685705184937,-1.8954434394836426,3.191090703010559,0.2250981330871582
1,20260907,SECONDARY_COVERAGE90,facf45f91dc7cd17,matched-evaluation-q2-hard5,2.4739015102386475,-1.8111340999603271,-0.7286685705184937,-1.8954434394836426,3.202570080757141,0.08430933952331543
1,20260907,SECONDARY_COVERAGE90,facf45f91dc7cd17,matched-evaluation-q3-hard5,2.716684103012085,-1.7245068550109863,-0.7286685705184937,-1.8954434394836426,3.4453526735305786,0.17093658447265625
1,20260907,SECONDARY_COVERAGE90,facf45f91dc7cd17,matched-evaluation-q4-hard5,1.8241922855377197,-1.783630132675171,-0.7286685705184937,-1.8954434394836426,2.5528608560562134,0.11181330680847168
3,20260907,PRIMARY_SAFETY_FIRST,a964e4ca4460dcad,matched-evaluation-q1-hard2,3.129547119140625,0.8219566345214844,-2.206711769104004,0.692626953125,5.336258888244629,0.12932968139648438
3,20260907,PRIMARY_SAFETY_FIRST,a964e4ca4460dcad,matched-evaluation-q2-hard2,2.6189193725585938,0.8293411731719971,-2.206711769104004,0.692626953125,4.825631141662598,0.13671422004699707
3,20260907,PRIMARY_SAFETY_FIRST,a964e4ca4460dcad,matched-evaluation-q3-hard2,2.7998223304748535,0.7900042533874512,-2.206711769104004,0.692626953125,5.006534099578857,0.09737730026245117
3,20260907,PRIMARY_SAFETY_FIRST,a964e4ca4460dcad,matched-evaluation-q4-hard2,2.75341796875,0.7334439754486084,-2.206711769104004,0.692626953125,4.960129737854004,0.0408170223236084
3,20260907,SECONDARY_COVERAGE90,a964e4ca4460dcad,matched-evaluation-q1-hard2,3.129547119140625,0.8219566345214844,-2.206711769104004,0.692626953125,5.336258888244629,0.12932968139648438
3,20260907,SECONDARY_COVERAGE90,a964e4ca4460dcad,matched-evaluation-q2-hard2,2.6189193725585938,0.8293411731719971,-2.206711769104004,0.692626953125,4.825631141662598,0.13671422004699707
3,20260907,SECONDARY_COVERAGE90,a964e4ca4460dcad,matched-evaluation-q3-hard2,2.7998223304748535,0.7900042533874512,-2.206711769104004,0.692626953125,5.006534099578857,0.09737730026245117
3,20260907,SECONDARY_COVERAGE90,a964e4ca4460dcad,matched-evaluation-q4-hard2,2.75341796875,0.7334439754486084,-2.206711769104004,0.692626953125,4.960129737854004,0.0408170223236084
16,20260907,PRIMARY_SAFETY_FIRST,1828a48cb50f9075,matched-evaluation-q1-hard2,3.141072988510132,0.4033108055591583,2.777430295944214,0.08941495418548584,0.36364269256591797,0.3138958513736725
16,20260907,PRIMARY_SAFETY_FIRST,1828a48cb50f9075,matched-evaluation-q3-hard2,2.8566153049468994,0.41454094648361206,2.777430295944214,0.08941495418548584,0.07918500900268555,0.3251259922981262
16,20260907,PRIMARY_SAFETY_FIRST,bc343cc21877bccf,matched-evaluation-q3-hard4,2.833470106124878,0.10308398306369781,2.777430295944214,0.08941495418548584,0.05603981018066406,0.013669028878211975
16,20260907,PRIMARY_SAFETY_FIRST,1828a48cb50f9075,matched-evaluation-q4-hard2,2.825942277908325,0.4149646461009979,2.777430295944214,0.08941495418548584,0.04851198196411133,0.3255496919155121
16,20260907,SECONDARY_COVERAGE90,1828a48cb50f9075,matched-evaluation-q1-hard2,3.141072988510132,0.4033108055591583,2.777430295944214,0.08941495418548584,0.36364269256591797,0.3138958513736725
16,20260907,SECONDARY_COVERAGE90,1828a48cb50f9075,matched-evaluation-q3-hard2,2.8566153049468994,0.41454094648361206,2.777430295944214,0.08941495418548584,0.07918500900268555,0.3251259922981262
16,20260907,SECONDARY_COVERAGE90,bc343cc21877bccf,matched-evaluation-q3-hard4,2.833470106124878,0.10308398306369781,2.777430295944214,0.08941495418548584,0.05603981018066406,0.013669028878211975
16,20260907,SECONDARY_COVERAGE90,1828a48cb50f9075,matched-evaluation-q4-hard2,2.825942277908325,0.4149646461009979,2.777430295944214,0.08941495418548584,0.04851198196411133,0.3255496919155121
1,20260908,PRIMARY_SAFETY_FIRST,94165621be49e924,matched-evaluation-q1-hard3,2.39666485786438,1.2357194423675537,-0.7286685705184937,1.1867084503173828,3.1253334283828735,0.0490109920501709
1,20260908,PRIMARY_SAFETY_FIRST,9e0f8463335d44bc,matched-evaluation-q2-hard1,2.4301884174346924,1.2556560039520264,-0.7286685705184937,1.1867084503173828,3.158856987953186,0.06894755363464355
1,20260908,PRIMARY_SAFETY_FIRST,4fbea24e3c900fec,matched-evaluation-q2-hard2,2.511183023452759,1.2306337356567383,-0.7286685705184937,1.1867084503173828,3.2398515939712524,0.04392528533935547
1,20260908,PRIMARY_SAFETY_FIRST,94165621be49e924,matched-evaluation-q2-hard3,2.4580652713775635,1.31186842918396,-0.7286685705184937,1.1867084503173828,3.186733841896057,0.12515997886657715
1,20260908,PRIMARY_SAFETY_FIRST,facf45f91dc7cd17,matched-evaluation-q2-hard5,2.4739015102386475,1.227123498916626,-0.7286685705184937,1.1867084503173828,3.202570080757141,0.040415048599243164
1,20260908,PRIMARY_SAFETY_FIRST,4fbea24e3c900fec,matched-evaluation-q4-hard2,1.7287821769714355,1.2874372005462646,-0.7286685705184937,1.1867084503173828,2.457450747489929,0.10072875022888184
1,20260908,PRIMARY_SAFETY_FIRST,94165621be49e924,matched-evaluation-q4-hard3,1.8149447441101074,1.3185880184173584,-0.7286685705184937,1.1867084503173828,2.543613314628601,0.13187956809997559
1,20260908,PRIMARY_SAFETY_FIRST,facf45f91dc7cd17,matched-evaluation-q4-hard5,1.8241922855377197,1.2356679439544678,-0.7286685705184937,1.1867084503173828,2.5528608560562134,0.04895949363708496
1,20260908,SECONDARY_COVERAGE90,4fbea24e3c900fec,matched-evaluation-q1-hard2,2.3810243606567383,0.8987596035003662,-0.7286685705184937,0.80364990234375,3.109692931175232,0.09510970115661621
1,20260908,SECONDARY_COVERAGE90,94165621be49e924,matched-evaluation-q1-hard3,2.39666485786438,1.2357194423675537,-0.7286685705184937,0.80364990234375,3.1253334283828735,0.4320695400238037
1,20260908,SECONDARY_COVERAGE90,9e0f8463335d44bc,matched-evaluation-q2-hard1,2.4301884174346924,1.2556560039520264,-0.7286685705184937,0.80364990234375,3.158856987953186,0.45200610160827637
1,20260908,SECONDARY_COVERAGE90,4fbea24e3c900fec,matched-evaluation-q2-hard2,2.511183023452759,1.2306337356567383,-0.7286685705184937,0.80364990234375,3.2398515939712524,0.4269838333129883
1,20260908,SECONDARY_COVERAGE90,94165621be49e924,matched-evaluation-q2-hard3,2.4580652713775635,1.31186842918396,-0.7286685705184937,0.80364990234375,3.186733841896057,0.50821852684021
1,20260908,SECONDARY_COVERAGE90,facf45f91dc7cd17,matched-evaluation-q2-hard5,2.4739015102386475,1.227123498916626,-0.7286685705184937,0.80364990234375,3.202570080757141,0.423473596572876
1,20260908,SECONDARY_COVERAGE90,9e0f8463335d44bc,matched-evaluation-q4-hard1,1.758018970489502,0.979841947555542,-0.7286685705184937,0.80364990234375,2.4866875410079956,0.176192045211792
1,20260908,SECONDARY_COVERAGE90,4fbea24e3c900fec,matched-evaluation-q4-hard2,1.7287821769714355,1.2874372005462646,-0.7286685705184937,0.80364990234375,2.457450747489929,0.48378729820251465
1,20260908,SECONDARY_COVERAGE90,94165621be49e924,matched-evaluation-q4-hard3,1.8149447441101074,1.3185880184173584,-0.7286685705184937,0.80364990234375,2.543613314628601,0.5149381160736084
1,20260908,SECONDARY_COVERAGE90,facf45f91dc7cd17,matched-evaluation-q4-hard5,1.8241922855377197,1.2356679439544678,-0.7286685705184937,0.80364990234375,2.5528608560562134,0.4320180416107178
13,20260908,PRIMARY_SAFETY_FIRST,76da1dd2833734c9,matched-evaluation-q1-hard1,3.1822075843811035,2.22715425491333,3.070040702819824,0.9509837031364441,0.1121668815612793,1.276170551776886
13,20260908,PRIMARY_SAFETY_FIRST,76da1dd2833734c9,matched-evaluation-q4-hard1,3.0916428565979004,2.2180440425872803,3.070040702819824,0.9509837031364441,0.021602153778076172,1.2670603394508362
13,20260908,SECONDARY_COVERAGE90,76da1dd2833734c9,matched-evaluation-q1-hard1,3.1822075843811035,2.22715425491333,3.070040702819824,0.9509837031364441,0.1121668815612793,1.276170551776886
13,20260908,SECONDARY_COVERAGE90,76da1dd2833734c9,matched-evaluation-q4-hard1,3.0916428565979004,2.2180440425872803,3.070040702819824,0.9509837031364441,0.021602153778076172,1.2670603394508362
16,20260908,PRIMARY_SAFETY_FIRST,bc343cc21877bccf,matched-evaluation-q1-hard4,3.0948164463043213,-0.21789950132369995,2.777430295944214,-0.656208336353302,0.3173861503601074,0.43830883502960205
16,20260908,PRIMARY_SAFETY_FIRST,bc343cc21877bccf,matched-evaluation-q3-hard4,2.833470106124878,-0.21571989357471466,2.777430295944214,-0.656208336353302,0.05603981018066406,0.44048844277858734
16,20260908,PRIMARY_SAFETY_FIRST,bc343cc21877bccf,matched-evaluation-q4-hard4,2.8128020763397217,-0.2145572006702423,2.777430295944214,-0.656208336353302,0.03537178039550781,0.4416511356830597
16,20260908,SECONDARY_COVERAGE90,bc343cc21877bccf,matched-evaluation-q1-hard4,3.0948164463043213,-0.21789950132369995,2.777430295944214,-0.656208336353302,0.3173861503601074,0.43830883502960205
16,20260908,SECONDARY_COVERAGE90,bc343cc21877bccf,matched-evaluation-q3-hard4,2.833470106124878,-0.21571989357471466,2.777430295944214,-0.656208336353302,0.05603981018066406,0.44048844277858734
16,20260908,SECONDARY_COVERAGE90,bc343cc21877bccf,matched-evaluation-q4-hard4,2.8128020763397217,-0.2145572006702423,2.777430295944214,-0.656208336353302,0.03537178039550781,0.4416511356830597
