seed,event_index,opaque_edit,scope_status,condition,step,operating_point,broad_fpr,hard_fpr,positive_tpr,threshold
20260906,1,01223e258bbc7a1f,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,80,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.07065948843955994
20260906,1,01223e258bbc7a1f,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,80,SAFETY_FIRST,0.0,0.0,1.0,0.07065948843955994
20260906,1,01223e258bbc7a1f,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,320,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.12228769063949585
20260906,1,01223e258bbc7a1f,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,320,SAFETY_FIRST,0.0,0.0,1.0,0.12228769063949585
20260906,1,01223e258bbc7a1f,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,800,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.3280450105667114
20260906,1,01223e258bbc7a1f,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,800,SAFETY_FIRST,0.0,0.0,1.0,0.3280450105667114
20260906,1,01223e258bbc7a1f,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,1600,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.24915999174118042
20260906,1,01223e258bbc7a1f,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,1600,SAFETY_FIRST,0.0,0.0,1.0,0.24915999174118042
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,0,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.9053342342376709
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,0,SAFETY_FIRST,0.0,0.0,1.0,0.9053342342376709
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,80,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.9053342342376709
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,80,SAFETY_FIRST,0.0,0.0,1.0,0.9053342342376709
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,320,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.9053342342376709
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,320,SAFETY_FIRST,0.0,0.0,1.0,0.9053342342376709
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,800,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.9053342342376709
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,800,SAFETY_FIRST,0.0,0.0,1.0,0.9053342342376709
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,1600,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.9053342342376709
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,1600,SAFETY_FIRST,0.0,0.0,1.0,0.9053342342376709
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,0,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.9053342342376709
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,0,SAFETY_FIRST,0.0,0.0,1.0,0.9053342342376709
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,80,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.9779707193374634
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,80,SAFETY_FIRST,0.0,0.0,1.0,0.9779707193374634
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,320,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.7379674911499023
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,320,SAFETY_FIRST,0.0,0.0,1.0,0.7379674911499023
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,800,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.8190513253211975
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,800,SAFETY_FIRST,0.0,0.0,1.0,0.8190513253211975
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,1600,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.8833052515983582
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,1600,SAFETY_FIRST,0.0,0.0,1.0,0.8833052515983582
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,0,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.9053342342376709
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,0,SAFETY_FIRST,0.0,0.0,1.0,0.9053342342376709
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,80,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.9756577014923096
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,80,SAFETY_FIRST,0.0,0.0,1.0,0.9756577014923096
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,320,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.8457891345024109
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,320,SAFETY_FIRST,0.0,0.0,1.0,0.8457891345024109
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,800,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.8959062695503235
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,800,SAFETY_FIRST,0.0,0.0,1.0,0.8959062695503235
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,1600,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.8647130131721497
20260906,2,1534fc99d84ef734,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,1600,SAFETY_FIRST,0.0,0.0,1.0,0.8647130131721497
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,0,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.17182713747024536
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,0,SAFETY_FIRST,0.0,0.0,1.0,0.17182713747024536
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,80,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.17182713747024536
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,80,SAFETY_FIRST,0.0,0.0,1.0,0.17182713747024536
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,320,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.17182713747024536
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,320,SAFETY_FIRST,0.0,0.0,1.0,0.17182713747024536
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,800,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.17182713747024536
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,800,SAFETY_FIRST,0.0,0.0,1.0,0.17182713747024536
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,1600,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.17182713747024536
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,1600,SAFETY_FIRST,0.0,0.0,1.0,0.17182713747024536
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,0,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.17182713747024536
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,0,SAFETY_FIRST,0.0,0.0,1.0,0.17182713747024536
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,80,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.16603827476501465
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,80,SAFETY_FIRST,0.0,0.0,1.0,0.16603827476501465
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,320,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.14981672167778015
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,320,SAFETY_FIRST,0.0,0.0,1.0,0.14981672167778015
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,800,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.13430726528167725
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,800,SAFETY_FIRST,0.0,0.0,1.0,0.13430726528167725
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,1600,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.11992114782333374
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C2_R2_SHARED_Q_JOINT,1600,SAFETY_FIRST,0.0,0.0,1.0,0.11992114782333374
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,0,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.17182713747024536
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,0,SAFETY_FIRST,0.0,0.0,1.0,0.17182713747024536
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,80,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.2733822762966156
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,80,SAFETY_FIRST,0.0,0.0,1.0,0.2733822762966156
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,320,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.9047282934188843
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,320,SAFETY_FIRST,0.0,0.0,1.0,0.9047282934188843
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,800,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.8111708760261536
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,800,SAFETY_FIRST,0.0,0.0,1.0,0.8111708760261536
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,1600,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.5976415276527405
20260906,3,1b0d2271e842e01a,HARD_EVALUABLE,C3_R2_SHARED_Q_EXECUTION_ANCHOR,1600,SAFETY_FIRST,0.0,0.0,1.0,0.5976415276527405
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,0,COVERAGE_CONSTRAINED,0.0,,1.0,0.11862410604953766
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,0,SAFETY_FIRST,0.0,,1.0,0.11862410604953766
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,80,COVERAGE_CONSTRAINED,0.0,,1.0,0.11862410604953766
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,80,SAFETY_FIRST,0.0,,1.0,0.11862410604953766
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,320,COVERAGE_CONSTRAINED,0.0,,1.0,0.11862410604953766
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,320,SAFETY_FIRST,0.0,,1.0,0.11862410604953766
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,800,COVERAGE_CONSTRAINED,0.0,,1.0,0.11862410604953766
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,800,SAFETY_FIRST,0.0,,1.0,0.11862410604953766
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,1600,COVERAGE_CONSTRAINED,0.0,,1.0,0.11862410604953766
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,1600,SAFETY_FIRST,0.0,,1.0,0.11862410604953766
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,0,COVERAGE_CONSTRAINED,0.0,,1.0,0.11862410604953766
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,0,SAFETY_FIRST,0.0,,1.0,0.11862410604953766
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,80,COVERAGE_CONSTRAINED,0.0,,1.0,0.16460007429122925
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,80,SAFETY_FIRST,0.0,,1.0,0.16460007429122925
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,320,COVERAGE_CONSTRAINED,0.0,,1.0,0.14209389686584473
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,320,SAFETY_FIRST,0.0,,1.0,0.14209389686584473
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,800,COVERAGE_CONSTRAINED,0.0,,1.0,0.07605802267789841
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,800,SAFETY_FIRST,0.0,,1.0,0.07605802267789841
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,1600,COVERAGE_CONSTRAINED,0.0,,1.0,0.11544503271579742
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,1600,SAFETY_FIRST,0.0,,1.0,0.11544503271579742
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,0,COVERAGE_CONSTRAINED,0.0,,1.0,0.11862410604953766
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,0,SAFETY_FIRST,0.0,,1.0,0.11862410604953766
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,80,COVERAGE_CONSTRAINED,0.0,,1.0,0.41296446323394775
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,80,SAFETY_FIRST,0.0,,1.0,0.41296446323394775
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,320,COVERAGE_CONSTRAINED,0.0,,1.0,0.5845673084259033
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,320,SAFETY_FIRST,0.0,,1.0,0.5845673084259033
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,800,COVERAGE_CONSTRAINED,0.0,,1.0,0.36616164445877075
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,800,SAFETY_FIRST,0.0,,1.0,0.36616164445877075
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,1600,COVERAGE_CONSTRAINED,0.0,,1.0,0.2516120970249176
20260906,4,029f61ab6aaeeef1,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,1600,SAFETY_FIRST,0.0,,1.0,0.2516120970249176
20260906,5,1607639d73eb56a8,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,0,COVERAGE_CONSTRAINED,0.0,0.0,1.0,-0.0179598331451416
20260906,5,1607639d73eb56a8,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,0,SAFETY_FIRST,0.0,0.0,1.0,-0.0179598331451416
20260906,5,1607639d73eb56a8,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,80,COVERAGE_CONSTRAINED,0.0,0.0,1.0,-0.0179598331451416
20260906,5,1607639d73eb56a8,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,80,SAFETY_FIRST,0.0,0.0,1.0,-0.0179598331451416
20260906,5,1607639d73eb56a8,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,320,COVERAGE_CONSTRAINED,0.0,0.0,1.0,-0.0179598331451416
20260906,5,1607639d73eb56a8,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,320,SAFETY_FIRST,0.0,0.0,1.0,-0.0179598331451416
20260906,5,1607639d73eb56a8,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,800,COVERAGE_CONSTRAINED,0.0,0.0,1.0,-0.0179598331451416
20260906,5,1607639d73eb56a8,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,800,SAFETY_FIRST,0.0,0.0,1.0,-0.0179598331451416
20260906,5,1607639d73eb56a8,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,1600,COVERAGE_CONSTRAINED,0.0,0.0,1.0,-0.0179598331451416
20260906,5,1607639d73eb56a8,BROAD_ONLY,C1_R2_FIXED_Q_LONG_RECOVERY,1600,SAFETY_FIRST,0.0,0.0,1.0,-0.0179598331451416
20260906,5,1607639d73eb56a8,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,0,COVERAGE_CONSTRAINED,0.0,0.0,1.0,-0.0179598331451416
20260906,5,1607639d73eb56a8,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,0,SAFETY_FIRST,0.0,0.0,1.0,-0.0179598331451416
20260906,5,1607639d73eb56a8,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,80,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.2399103343486786
20260906,5,1607639d73eb56a8,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,80,SAFETY_FIRST,0.0,0.0,1.0,0.2399103343486786
20260906,5,1607639d73eb56a8,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,320,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.08162124454975128
20260906,5,1607639d73eb56a8,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,320,SAFETY_FIRST,0.0,0.0,1.0,0.08162124454975128
20260906,5,1607639d73eb56a8,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,800,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.019553370773792267
20260906,5,1607639d73eb56a8,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,800,SAFETY_FIRST,0.0,0.0,1.0,0.019553370773792267
20260906,5,1607639d73eb56a8,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,1600,COVERAGE_CONSTRAINED,0.0,0.0,1.0,-0.00792396068572998
20260906,5,1607639d73eb56a8,BROAD_ONLY,C2_R2_SHARED_Q_JOINT,1600,SAFETY_FIRST,0.0,0.0,1.0,-0.00792396068572998
20260906,5,1607639d73eb56a8,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,0,COVERAGE_CONSTRAINED,0.0,0.0,1.0,-0.0179598331451416
20260906,5,1607639d73eb56a8,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,0,SAFETY_FIRST,0.0,0.0,1.0,-0.0179598331451416
20260906,5,1607639d73eb56a8,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,80,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.375113844871521
20260906,5,1607639d73eb56a8,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,80,SAFETY_FIRST,0.0,0.0,1.0,0.375113844871521
20260906,5,1607639d73eb56a8,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,320,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.21328166127204895
20260906,5,1607639d73eb56a8,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,320,SAFETY_FIRST,0.0,0.0,1.0,0.21328166127204895
20260906,5,1607639d73eb56a8,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,800,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.12833431363105774
20260906,5,1607639d73eb56a8,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,800,SAFETY_FIRST,0.0,0.0,1.0,0.12833431363105774
20260906,5,1607639d73eb56a8,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,1600,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.3293207287788391
20260906,5,1607639d73eb56a8,BROAD_ONLY,C3_R2_SHARED_Q_EXECUTION_ANCHOR,1600,SAFETY_FIRST,0.0,0.0,1.0,0.3293207287788391
20260906,7,13d861159cbf9477,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,0,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.9974654912948608
20260906,7,13d861159cbf9477,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,0,SAFETY_FIRST,0.0,0.0,1.0,0.9974654912948608
20260906,7,13d861159cbf9477,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,80,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.9974654912948608
20260906,7,13d861159cbf9477,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,80,SAFETY_FIRST,0.0,0.0,1.0,0.9974654912948608
20260906,7,13d861159cbf9477,HARD_EVALUABLE,C1_R2_FIXED_Q_LONG_RECOVERY,320,COVERAGE_CONSTRAINED,0.0,0.0,1.0,0.9974654912948608
