condition,event_index,opaque_edit,seed,step,anchor,clipped_total_gradient_norm,hinge,infonce,p_delta_l2,q_delta_l2,q_orthogonality,rho_delta_l2,route_gradient_norm,scope,task_ce,task_gradient_norm
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,360,0.0,0.003082524286583066,0.0,0.0,1.1424683086081693,0.0,0.0,2.0380129396666096,0.0,0.0,0.0006428250926546752,0.003082524286583066
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,380,0.0,0.0028361899312585592,0.0,0.0,1.158211153205207,0.0,0.0,2.0576052527314648,0.0,0.0,0.000604393775574863,0.0028361899312585592
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,400,0.0,0.0026734606362879276,0.0,0.0,1.1732417973301332,0.0,0.0,2.075565683860672,0.0,0.0,0.000570223550312221,0.002673460403457284
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,420,0.0,0.0026210180949419737,0.0,0.0,1.1870929873792393,0.0,0.0,2.097433692875248,0.0,0.0,0.0005405101692304015,0.0026210180949419737
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,440,0.0,0.002546388190239668,0.0,0.0,1.2001978949448417,0.0,0.0,2.1177332551249366,0.0,0.0,0.0005145983304828405,0.002546388190239668
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,460,0.0,0.0025151357986032963,0.0,0.0,1.212745375236543,0.0,0.0,2.1439874233972995,0.0,0.0,0.000491267186589539,0.0025151357986032963
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,480,0.0,0.00223942962475121,0.0,0.0,1.224561285750866,0.0,0.0,2.17182044091066,0.0,0.0,0.0004713858652394265,0.00223942962475121
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,500,0.0,0.00216161971911788,0.0,0.0,1.235822504917446,0.0,0.0,2.199362714537476,0.0,0.0,0.0004529899451881647,0.00216161971911788
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,520,0.0,0.0020783308427780867,0.0,0.0,1.2469075095926874,0.0,0.0,2.220392935233473,0.0,0.0,0.00043571958667598665,0.0020783308427780867
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,540,0.0,0.002075633266940713,0.0,0.0,1.2577528613624183,0.0,0.0,2.2415831279669693,0.0,0.0,0.0004205917939543724,0.002075633266940713
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,560,0.0,0.002059493912383914,0.0,0.0,1.268451759914212,0.0,0.0,2.264028157460109,0.0,0.0,0.0004067965492140502,0.002059493912383914
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,580,0.0,0.0018367173615843058,0.0,0.0,1.279073052082018,0.0,0.0,2.2846750127623032,0.0,0.0,0.0003945628122892231,0.0018367174779996276
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,600,0.0,0.0018513548420742154,0.0,0.0,1.2892627676094346,0.0,0.0,2.308299399263056,0.0,0.0,0.0003836608084384352,0.0018513548420742154
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,620,0.0,0.0018235952593386173,0.0,0.0,1.2994105130434832,0.0,0.0,2.332458354745811,0.0,0.0,0.0003728815645445138,0.0018235952593386173
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,640,0.0,0.0018202215433120728,0.0,0.0,1.309218596264823,0.0,0.0,2.3553024410414123,0.0,0.0,0.00036266911774873734,0.001820221426896751
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,660,0.0,0.0017477584769949317,0.0,0.0,1.3188514977758983,0.0,0.0,2.37099651407527,0.0,0.0,0.0003529546956997365,0.0017477585934102535
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,680,0.0,0.001678553526289761,0.0,0.0,1.3282097957693304,0.0,0.0,2.388606497118643,0.0,0.0,0.0003447072522249073,0.001678553526289761
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,700,0.0,0.0016192513285204768,0.0,0.0,1.337826803870968,0.0,0.0,2.404987251581042,0.0,0.0,0.0003369803016539663,0.0016192513285204768
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,720,0.0,0.0015855906531214714,0.0,0.0,1.3474170417232267,0.0,0.0,2.421491137201449,0.0,0.0,0.0003297545190434903,0.0015855906531214714
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,740,0.0,0.0016109796706587076,0.0,0.0,1.356894125678429,0.0,0.0,2.439795660155122,0.0,0.0,0.000322939915349707,0.0016109796706587076
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,760,0.0,0.001535381656140089,0.0,0.0,1.3662943729339203,0.0,0.0,2.449649170649776,0.0,0.0,0.00031696981750428677,0.0015353815397247672
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,780,0.0,0.0014507471350952983,0.0,0.0,1.3755913676509897,0.0,0.0,2.4667713589832356,0.0,0.0,0.00031185417901724577,0.0014507471350952983
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,800,0.0,0.0014208985958248377,0.0,0.0,1.3844262744372167,0.0,0.0,2.4813395255823094,0.0,0.0,0.00030712952138856053,0.0014208985958248377
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,20,0.0,0.13548170030117035,0.0,0.0,0.3358540597687172,0.0,0.0,0.8061133039646073,0.0,0.0,0.0509335957467556,0.13548168540000916
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,40,0.0,0.052034031599760056,0.0,0.0,0.5367717305871843,0.0,0.0,1.102282511999288,0.0,0.0,0.015147263184189796,0.052034031599760056
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,60,0.0,0.029515914618968964,0.0,0.0,0.6501740103498138,0.0,0.0,1.243418101974084,0.0,0.0,0.007242831867188215,0.029515914618968964
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,80,0.0,0.020360233262181282,0.0,0.0,0.7250720909055822,0.0,0.0,1.3589588273627582,0.0,0.0,0.004648530390113592,0.020360233262181282
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,100,0.0,0.015220487490296364,0.0,0.0,0.7824277773790179,0.0,0.0,1.4634944143393962,0.0,0.0,0.003406129078939557,0.015220487490296364
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,120,0.0,0.012201816774904728,0.0,0.0,0.8301334856309311,0.0,0.0,1.5552706750876117,0.0,0.0,0.002668921370059252,0.012201816774904728
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,140,0.0,0.01021320465952158,0.0,0.0,0.871651184587008,0.0,0.0,1.6305962081829533,0.0,0.0,0.0021732572931796312,0.01021320465952158
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,160,0.0,0.00854933075606823,0.0,0.0,0.9087231367619197,0.0,0.0,1.695549170503028,0.0,0.0,0.001817944343201816,0.00854933075606823
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,180,0.0,0.007321131881326437,0.0,0.0,0.9418884878325593,0.0,0.0,1.7527944868647876,0.0,0.0,0.0015545561909675598,0.007321131881326437
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,200,0.0,0.006278995890170336,0.0,0.0,0.9714451799205088,0.0,0.0,1.8025100584979625,0.0,0.0,0.0013533806195482612,0.006278995890170336
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,220,0.0,0.0055327583104372025,0.0,0.0,0.9982371438170876,0.0,0.0,1.847223275486288,0.0,0.0,0.0011951260967180133,0.0055327583104372025
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,240,0.0,0.004887981805950403,0.0,0.0,1.0230820599157289,0.0,0.0,1.885653050675217,0.0,0.0,0.001068001496605575,0.004887981805950403
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,260,0.0,0.004467986989766359,0.0,0.0,1.0466475453168986,0.0,0.0,1.915703019860525,0.0,0.0,0.0009642613003961742,0.004467986989766359
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,280,0.0,0.004113615956157446,0.0,0.0,1.0686221732274996,0.0,0.0,1.942813723844327,0.0,0.0,0.0008768392726778984,0.004113615956157446
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,300,0.0,0.003703637979924679,0.0,0.0,1.089284527775746,0.0,0.0,1.965714673057309,0.0,0.0,0.0008045147988013923,0.003703637747094035
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,320,0.0,0.0035021151416003704,0.0,0.0,1.1081921624981694,0.0,0.0,1.9929645892690115,0.0,0.0,0.0007419052417390049,0.0035021151416003704
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,340,0.0,0.0032906068954616785,0.0,0.0,1.1257759173529691,0.0,0.0,2.0176972375294526,0.0,0.0,0.0006887236377224326,0.0032906068954616785
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,360,0.0,0.003082524286583066,0.0,0.0,1.1424683086081693,0.0,0.0,2.0380129396666096,0.0,0.0,0.0006428250926546752,0.003082524286583066
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,380,0.0,0.0028361899312585592,0.0,0.0,1.158211153205207,0.0,0.0,2.0576052527314648,0.0,0.0,0.000604393775574863,0.0028361899312585592
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,400,0.0,0.0026734606362879276,0.0,0.0,1.1732417973301332,0.0,0.0,2.075565683860672,0.0,0.0,0.000570223550312221,0.002673460403457284
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,420,0.0,0.0026210180949419737,0.0,0.0,1.1870929873792393,0.0,0.0,2.097433692875248,0.0,0.0,0.0005405101692304015,0.0026210180949419737
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,440,0.0,0.002546388190239668,0.0,0.0,1.2001978949448417,0.0,0.0,2.1177332551249366,0.0,0.0,0.0005145983304828405,0.002546388190239668
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,460,0.0,0.0025151357986032963,0.0,0.0,1.212745375236543,0.0,0.0,2.1439874233972995,0.0,0.0,0.000491267186589539,0.0025151357986032963
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,480,0.0,0.00223942962475121,0.0,0.0,1.224561285750866,0.0,0.0,2.17182044091066,0.0,0.0,0.0004713858652394265,0.00223942962475121
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,500,0.0,0.00216161971911788,0.0,0.0,1.235822504917446,0.0,0.0,2.199362714537476,0.0,0.0,0.0004529899451881647,0.00216161971911788
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,520,0.0,0.0020783308427780867,0.0,0.0,1.2469075095926874,0.0,0.0,2.220392935233473,0.0,0.0,0.00043571958667598665,0.0020783308427780867
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,540,0.0,0.002075633266940713,0.0,0.0,1.2577528613624183,0.0,0.0,2.2415831279669693,0.0,0.0,0.0004205917939543724,0.002075633266940713
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,560,0.0,0.002059493912383914,0.0,0.0,1.268451759914212,0.0,0.0,2.264028157460109,0.0,0.0,0.0004067965492140502,0.002059493912383914
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,580,0.0,0.0018367173615843058,0.0,0.0,1.279073052082018,0.0,0.0,2.2846750127623032,0.0,0.0,0.0003945628122892231,0.0018367174779996276
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,600,0.0,0.0018513548420742154,0.0,0.0,1.2892627676094346,0.0,0.0,2.308299399263056,0.0,0.0,0.0003836608084384352,0.0018513548420742154
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,620,0.0,0.0018235952593386173,0.0,0.0,1.2994105130434832,0.0,0.0,2.332458354745811,0.0,0.0,0.0003728815645445138,0.0018235952593386173
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,640,0.0,0.0018202215433120728,0.0,0.0,1.309218596264823,0.0,0.0,2.3553024410414123,0.0,0.0,0.00036266911774873734,0.001820221426896751
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,660,0.0,0.0017477584769949317,0.0,0.0,1.3188514977758983,0.0,0.0,2.37099651407527,0.0,0.0,0.0003529546956997365,0.0017477585934102535
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,680,0.0,0.001678553526289761,0.0,0.0,1.3282097957693304,0.0,0.0,2.388606497118643,0.0,0.0,0.0003447072522249073,0.001678553526289761
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,700,0.0,0.0016192513285204768,0.0,0.0,1.337826803870968,0.0,0.0,2.404987251581042,0.0,0.0,0.0003369803016539663,0.0016192513285204768
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,720,0.0,0.0015855906531214714,0.0,0.0,1.3474170417232267,0.0,0.0,2.421491137201449,0.0,0.0,0.0003297545190434903,0.0015855906531214714
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,740,0.0,0.0016109796706587076,0.0,0.0,1.356894125678429,0.0,0.0,2.439795660155122,0.0,0.0,0.000322939915349707,0.0016109796706587076
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,760,0.0,0.001535381656140089,0.0,0.0,1.3662943729339203,0.0,0.0,2.449649170649776,0.0,0.0,0.00031696981750428677,0.0015353815397247672
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,780,0.0,0.0014507471350952983,0.0,0.0,1.3755913676509897,0.0,0.0,2.4667713589832356,0.0,0.0,0.00031185417901724577,0.0014507471350952983
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,800,0.0,0.0014208985958248377,0.0,0.0,1.3844262744372167,0.0,0.0,2.4813395255823094,0.0,0.0,0.00030712952138856053,0.0014208985958248377
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,820,0.0,0.0014814158203080297,0.0,0.0,1.3927793852267587,0.0,0.0,2.4983611457231776,0.0,0.0,0.0003025110927410424,0.0014814158203080297
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,840,0.0,0.0013973410241305828,0.0,0.0,1.4012280544634907,0.0,0.0,2.5200229845058444,0.0,0.0,0.0002983565500471741,0.0013973410241305828
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,860,0.0,0.0013878385070711374,0.0,0.0,1.4099997224875103,0.0,0.0,2.540975560100409,0.0,0.0,0.0002941439161077142,0.0013878385070711374
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,880,0.0,0.0013930471614003181,0.0,0.0,1.4191355672883204,0.0,0.0,2.562705799305481,0.0,0.0,0.0002898326492868364,0.0013930471614003181
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,900,0.0,0.0013928691623732448,0.0,0.0,1.428034342553201,0.0,0.0,2.5820003167173633,0.0,0.0,0.0002857209765352309,0.0013928691623732448
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,920,0.0,0.0013812137767672539,0.0,0.0,1.4367148701634587,0.0,0.0,2.603141511679279,0.0,0.0,0.00028192062745802104,0.0013812138931825757
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,940,0.0,0.0013578560901805758,0.0,0.0,1.4450596356213172,0.0,0.0,2.627449709105191,0.0,0.0,0.00027919866261072457,0.0013578560901805758
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,960,0.0,0.001322814030572772,0.0,0.0,1.4533390994934579,0.0,0.0,2.6501303694703795,0.0,0.0,0.000276354665402323,0.001322814030572772
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,980,0.0,0.0013224442955106497,0.0,0.0,1.4617766555905412,0.0,0.0,2.672719364708954,0.0,0.0,0.0002739350311458111,0.0013224442955106497
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1000,0.0,0.0013158301590010524,0.0,0.0,1.4701483137216749,0.0,0.0,2.6922331537680844,0.0,0.0,0.00027196898008696735,0.0013158301590010524
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1020,0.0,0.0013999477960169315,0.0,0.0,1.4789497816446953,0.0,0.0,2.7167522939593516,0.0,0.0,0.0002702874771784991,0.0013999477960169315
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1040,0.0,0.0012473170645534992,0.0,0.0,1.488227302594781,0.0,0.0,2.7444511265057736,0.0,0.0,0.0002691258559934795,0.0012473170645534992
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1060,0.0,0.0012660130159929395,0.0,0.0,1.4973679736213203,0.0,0.0,2.777108698903394,0.0,0.0,0.0002673081180546433,0.0012660130159929395
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1080,0.0,0.001301388256251812,0.0,0.0,1.5061805471656096,0.0,0.0,2.8129667106798593,0.0,0.0,0.00026543918647803366,0.001301388256251812
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1100,0.0,0.0013445577351376414,0.0,0.0,1.5152477699468554,0.0,0.0,2.8467321165304846,0.0,0.0,0.0002641993050929159,0.0013445577351376414
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1120,0.0,0.001253406866453588,0.0,0.0,1.525011042257886,0.0,0.0,2.882969466900841,0.0,0.0,0.0002631113165989518,0.001253406866453588
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1140,0.0,0.0012850414495915174,0.0,0.0,1.5345796079622338,0.0,0.0,2.913807875730643,0.0,0.0,0.0002615893608890474,0.0012850415660068393
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1160,0.0,0.0012388514587655663,0.0,0.0,1.543711886533915,0.0,0.0,2.9424703226075652,0.0,0.0,0.00025987939443439245,0.0012388514587655663
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1180,0.0,0.0012547882506623864,0.0,0.0,1.5522825723389433,0.0,0.0,2.9681235204529504,0.0,0.0,0.00025734829250723124,0.0012547882506623864
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1200,0.0,0.0012054581893607974,0.0,0.0,1.5612367482535408,0.0,0.0,2.9916650699480165,0.0,0.0,0.0002550310455262661,0.0012054581893607974
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1220,0.0,0.0012312834151089191,0.0,0.0,1.5704685721958536,0.0,0.0,3.019474557045807,0.0,0.0,0.00025276868836954236,0.0012312834151089191
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1240,0.0,0.001220765640027821,0.0,0.0,1.579795746155568,0.0,0.0,3.0515460864053905,0.0,0.0,0.0002511958300601691,0.001220765640027821
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1260,0.0,0.0012107978109270334,0.0,0.0,1.5898547347905407,0.0,0.0,3.0815274560520054,0.0,0.0,0.000249767821514979,0.0012107978109270334
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1280,0.0,0.0011796510079875588,0.0,0.0,1.5998878096943872,0.0,0.0,3.1183998599381706,0.0,0.0,0.00024811303592287004,0.0011796510079875588
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1300,0.0,0.0012320388341322541,0.0,0.0,1.609795524691611,0.0,0.0,3.1647595803305415,0.0,0.0,0.0002469563332851976,0.0012320388341322541
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1320,0.0,0.001181446248665452,0.0,0.0,1.619414339754496,0.0,0.0,3.206996160168872,0.0,0.0,0.0002459506213199347,0.0011814461322501302
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1340,0.0,0.001154752098955214,0.0,0.0,1.6288205131086866,0.0,0.0,3.2442805508655703,0.0,0.0,0.0002443260746076703,0.001154752098955214
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1360,0.0,0.0011443913681432605,0.0,0.0,1.638506293314121,0.0,0.0,3.2850134202749794,0.0,0.0,0.00024296202172990888,0.0011443913681432605
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1380,0.0,0.0011454024352133274,0.0,0.0,1.6475603924971474,0.0,0.0,3.328512822868422,0.0,0.0,0.00024180917534977198,0.0011454024352133274
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1400,0.0,0.0010961260413751006,0.0,0.0,1.6565339906603591,0.0,0.0,3.3711407106737785,0.0,0.0,0.00024058404960669577,0.0010961260413751006
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1420,0.0,0.0011351386783644557,0.0,0.0,1.665956234516227,0.0,0.0,3.4120445310810466,0.0,0.0,0.0002400826633675024,0.0011351386783644557
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1440,0.0,0.0011118915863335133,0.0,0.0,1.6756093397194836,0.0,0.0,3.448441725720961,0.0,0.0,0.00023916676582302898,0.001111891702748835
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1460,0.0,0.001070087542757392,0.0,0.0,1.6854617206727145,0.0,0.0,3.4798050407081558,0.0,0.0,0.00023797362518962473,0.00107008742634207
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1480,0.0,0.0010939942440018058,0.0,0.0,1.6955525452445592,0.0,0.0,3.5148594001443647,0.0,0.0,0.00023707181389909238,0.0010939942440018058
C1_R2_FIXED_Q_LONG_RECOVERY,1,01223e258bbc7a1f,20260906,1500,0.0,0.0010956103214994073,0.0,0.0,1.705732641629084,0.0,0.0,3.5426260751971825,0.0,0.0,0.00023640687868464738,0.0010956103214994073
