task_id,step,group,kl,epsilon,residual,dual,saturation
S2_e102_CP_P4_W2_GROUP_CONSTRAINED,320,H,0.05536635220050812,0.08083770424127579,-0.02547135204076767,0.020405623948054712,0
S2_e102_CP_P4_W2_GROUP_CONSTRAINED,320,U,0.020084342626172917,0.03052896397171675,-0.010444621345543834,0.0,0
S2_e102_CP_L16_W2_GROUP_CONSTRAINED,0,H,0.1616687923669815,0.08083770424127579,0.08083108812570572,0.5,0
S2_e102_CP_L16_W2_GROUP_CONSTRAINED,0,U,0.06106004947962772,0.03052896397171675,0.030531085507910966,0.5,0
S2_e102_CP_L16_W2_GROUP_CONSTRAINED,80,H,0.11304982751607895,0.08083770424127579,0.03221212327480316,0.0023727307398657637,0
S2_e102_CP_L16_W2_GROUP_CONSTRAINED,80,U,0.00361061286925438,0.03052896397171675,-0.026918351102462372,0.14591687984106616,0
S2_e102_CP_L16_W2_GROUP_CONSTRAINED,160,H,0.024701127782464027,0.08083770424127579,-0.05613657645881176,0.04668947785209404,0
S2_e102_CP_L16_W2_GROUP_CONSTRAINED,160,U,0.008185621026703822,0.03052896397171675,-0.02234334294501293,0.0,0
S2_e102_CP_L16_W2_GROUP_CONSTRAINED,320,H,0.061076946556568146,0.08083770424127579,-0.01976075768470764,0.0,0
S2_e102_CP_L16_W2_GROUP_CONSTRAINED,320,U,0.008367610448788452,0.03052896397171675,-0.0221613535229283,0.0,0
S2_e103_CP_P4_W0_TASK_ONLY,0,H,0.16757816076278687,0.08378908038139343,0.08378908038139343,0.5,0
S2_e103_CP_P4_W0_TASK_ONLY,0,U,0.10662448651523196,0.05331224325761598,0.05331224325761598,0.5,0
S2_e103_CP_P4_W0_TASK_ONLY,80,H,0.3732697665691376,0.08378908038139343,0.28948068618774414,0.5,0
S2_e103_CP_P4_W0_TASK_ONLY,80,U,0.1673588075625178,0.05331224325761598,0.11404656430490183,0.5,0
S2_e103_CP_P4_W0_TASK_ONLY,160,H,0.43618106842041016,0.08378908038139343,0.3523919880390167,0.5,0
S2_e103_CP_P4_W0_TASK_ONLY,160,U,0.18369789853126609,0.05331224325761598,0.1303856552736501,0.5,0
S2_e103_CP_P4_W0_TASK_ONLY,320,H,0.49284958839416504,0.08378908038139343,0.4090605080127716,0.5,0
S2_e103_CP_P4_W0_TASK_ONLY,320,U,0.20371623379677267,0.05331224325761598,0.1504039905391567,0.5,0
S2_e103_CP_P4_W1_KL_0.1,0,H,0.16757816076278687,0.08378908038139343,0.08378908038139343,0.5,0
S2_e103_CP_P4_W1_KL_0.1,0,U,0.10662448651523196,0.05331224325761598,0.05331224325761598,0.5,0
S2_e103_CP_P4_W1_KL_0.1,80,H,0.08558961749076843,0.08378908038139343,0.001800537109375,0.5,0
S2_e103_CP_P4_W1_KL_0.1,80,U,0.04547070180082561,0.05331224325761598,-0.00784154145679037,0.5,0
S2_e103_CP_P4_W1_KL_0.1,160,H,0.08554080128669739,0.08378908038139343,0.001751720905303955,0.5,0
S2_e103_CP_P4_W1_KL_0.1,160,U,0.02570090686536527,0.05331224325761598,-0.027611336392250708,0.5,0
S2_e103_CP_P4_W1_KL_0.1,320,H,0.08541206270456314,0.08378908038139343,0.0016229823231697083,0.5,0
S2_e103_CP_P4_W1_KL_0.1,320,U,0.015821183008873568,0.05331224325761598,-0.03749106024874241,0.5,0
S2_e103_CP_P4_W2_GROUP_CONSTRAINED,0,H,0.16757816076278687,0.08378908038139343,0.08378908038139343,0.5,0
S2_e103_CP_P4_W2_GROUP_CONSTRAINED,0,U,0.10662448651523196,0.05331224325761598,0.05331224325761598,0.5,0
S2_e103_CP_P4_W2_GROUP_CONSTRAINED,80,H,0.026315998286008835,0.08378908038139343,-0.0574730820953846,0.14260441743984045,0
S2_e103_CP_P4_W2_GROUP_CONSTRAINED,80,U,0.030332986124059453,0.05331224325761598,-0.022979257133556526,0.4305688440219994,0
S2_e103_CP_P4_W2_GROUP_CONSTRAINED,160,H,0.09503365308046341,0.08378908038139343,0.011244572699069977,0.004642935249871345,0
S2_e103_CP_P4_W2_GROUP_CONSTRAINED,160,U,0.0626824243185443,0.05331224325761598,0.009370181060928323,0.05260310546833039,0
S2_e103_CP_P4_W2_GROUP_CONSTRAINED,320,H,0.07787178456783295,0.08378908038139343,-0.005917295813560486,0.1429042889576082,0
S2_e103_CP_P4_W2_GROUP_CONSTRAINED,320,U,0.029675285764304653,0.05331224325761598,-0.023636957493311326,0.0,0
S2_e103_CP_L16_W2_GROUP_CONSTRAINED,0,H,0.16754624247550964,0.08378908038139343,0.08375716209411621,0.5,0
S2_e103_CP_L16_W2_GROUP_CONSTRAINED,0,U,0.10670532637907724,0.05331224325761598,0.053393083121461266,0.5,0
S2_e103_CP_L16_W2_GROUP_CONSTRAINED,80,H,0.005126988980919123,0.08378908038139343,-0.07866209140047431,0.0,0
S2_e103_CP_L16_W2_GROUP_CONSTRAINED,80,U,0.003619893836522741,0.05331224325761598,-0.04969234942109324,0.06587719368869857,0
S2_e103_CP_L16_W2_GROUP_CONSTRAINED,160,H,0.02142702415585518,0.08378908038139343,-0.062362056225538254,0.0,0
S2_e103_CP_L16_W2_GROUP_CONSTRAINED,160,U,0.012441678292816505,0.05331224325761598,-0.040870564964799475,0.0,0
S2_e103_CP_L16_W2_GROUP_CONSTRAINED,320,H,0.06913883984088898,0.08378908038139343,-0.014650240540504456,0.0,0
S2_e103_CP_L16_W2_GROUP_CONSTRAINED,320,U,0.02090282296610115,0.05331224325761598,-0.032409420291514834,0.0,0
S2_e104_CP_P4_W0_TASK_ONLY,0,H,0.3922816514968872,0.1961408257484436,0.1961408257484436,0.5,0
S2_e104_CP_P4_W0_TASK_ONLY,0,U,0.14823450620930928,0.07411725310465464,0.07411725310465464,0.5,0
S2_e104_CP_P4_W0_TASK_ONLY,80,H,0.5843304395675659,0.1961408257484436,0.3881896138191223,0.5,0
S2_e104_CP_P4_W0_TASK_ONLY,80,U,0.21682236873759672,0.07411725310465464,0.14270511563294208,0.5,0
S2_e104_CP_P4_W0_TASK_ONLY,160,H,0.6441708207130432,0.1961408257484436,0.4480299949645996,0.5,0
S2_e104_CP_P4_W0_TASK_ONLY,160,U,0.23880692184544527,0.07411725310465464,0.16468966874079063,0.5,0
S2_e104_CP_P4_W0_TASK_ONLY,320,H,0.6912928819656372,0.1961408257484436,0.4951520562171936,0.5,0
S2_e104_CP_P4_W0_TASK_ONLY,320,U,0.27725176828411907,0.07411725310465464,0.20313451517946443,0.5,0
S2_e104_CP_P4_W1_KL_0.1,0,H,0.3922816514968872,0.1961408257484436,0.1961408257484436,0.5,0
S2_e104_CP_P4_W1_KL_0.1,0,U,0.14823450620930928,0.07411725310465464,0.07411725310465464,0.5,0
S2_e104_CP_P4_W1_KL_0.1,80,H,0.044996911038955055,0.1961408257484436,-0.15114391470948854,0.5,0
S2_e104_CP_P4_W1_KL_0.1,80,U,0.02773630663824196,0.07411725310465464,-0.04638094646641268,0.5,0
S2_e104_CP_P4_W1_KL_0.1,160,H,0.02034362529714902,0.1961408257484436,-0.17579720045129457,0.5,0
S2_e104_CP_P4_W1_KL_0.1,160,U,0.017563286076228205,0.07411725310465464,-0.05655396702842644,0.5,0
S2_e104_CP_P4_W1_KL_0.1,320,H,0.008296703143666187,0.1961408257484436,-0.18784412260477742,0.5,0
S2_e104_CP_P4_W1_KL_0.1,320,U,0.007455728921251228,0.07411725310465464,-0.06666152418340342,0.5,0
S2_e104_CP_P4_W2_GROUP_CONSTRAINED,0,H,0.3922816514968872,0.1961408257484436,0.1961408257484436,0.5,0
S2_e104_CP_P4_W2_GROUP_CONSTRAINED,0,U,0.14823450620930928,0.07411725310465464,0.07411725310465464,0.5,0
S2_e104_CP_P4_W2_GROUP_CONSTRAINED,80,H,0.03562367334961891,0.1961408257484436,-0.1605171523988247,0.0,0
S2_e104_CP_P4_W2_GROUP_CONSTRAINED,80,U,0.022543058856032215,0.07411725310465464,-0.051574194248622425,0.0,0
S2_e104_CP_P4_W2_GROUP_CONSTRAINED,160,H,0.11989944179852803,0.1961408257484436,-0.07624138394991557,0.0,0
S2_e104_CP_P4_W2_GROUP_CONSTRAINED,160,U,0.045301673002541065,0.07411725310465464,-0.028815580102113575,0.0,0
S2_e104_CP_P4_W2_GROUP_CONSTRAINED,320,H,0.1873393009106318,0.1961408257484436,-0.008801524837811797,0.0,0
S2_e104_CP_P4_W2_GROUP_CONSTRAINED,320,U,0.05957592178422671,0.07411725310465464,-0.014541331320427932,0.0,0
S2_e104_CP_L16_W2_GROUP_CONSTRAINED,0,H,0.39223577578862506,0.1961408257484436,0.19609495004018146,0.5,0
S2_e104_CP_L16_W2_GROUP_CONSTRAINED,0,U,0.14821041461366874,0.07411725310465464,0.0740931615090141,0.5,0
S2_e104_CP_L16_W2_GROUP_CONSTRAINED,80,H,0.009121999454994997,0.1961408257484436,-0.1870188262934486,0.0,0
S2_e104_CP_L16_W2_GROUP_CONSTRAINED,80,U,0.007436886044720618,0.07411725310465464,-0.06668036705993402,0.0,0
S2_e104_CP_L16_W2_GROUP_CONSTRAINED,160,H,0.00976467877626419,0.1961408257484436,-0.1863761469721794,0.0,0
S2_e104_CP_L16_W2_GROUP_CONSTRAINED,160,U,0.007635387032328604,0.07411725310465464,-0.06648186607232603,0.0,0
S2_e104_CP_L16_W2_GROUP_CONSTRAINED,320,H,0.010348595989247164,0.1961408257484436,-0.18579222975919643,0.0,0
S2_e104_CP_L16_W2_GROUP_CONSTRAINED,320,U,0.0078032305732799265,0.07411725310465464,-0.06631402253137471,0.0,0
S2_e105_CP_P4_W0_TASK_ONLY,0,H,0.2729709893465042,0.1364854946732521,0.1364854946732521,0.5,0
S2_e105_CP_P4_W0_TASK_ONLY,0,U,0.05656212693653428,0.02828106346826714,0.02828106346826714,0.5,0
S2_e105_CP_P4_W0_TASK_ONLY,80,H,0.4777543346087138,0.1364854946732521,0.3412688399354617,0.5,0
S2_e105_CP_P4_W0_TASK_ONLY,80,U,0.08001650936113527,0.02828106346826714,0.05173544589286813,0.5,0
S2_e105_CP_P4_W0_TASK_ONLY,160,H,0.5085622469584147,0.1364854946732521,0.37207675228516257,0.5,0
S2_e105_CP_P4_W0_TASK_ONLY,160,U,0.0756823020772292,0.02828106346826714,0.04740123860896206,0.5,0
S2_e105_CP_P4_W0_TASK_ONLY,320,H,0.526749054590861,0.1364854946732521,0.39026355991760886,0.5,0
S2_e105_CP_P4_W0_TASK_ONLY,320,U,0.06339607910754588,0.02828106346826714,0.03511501563927874,0.5,0
S2_e105_CP_P4_W1_KL_0.1,0,H,0.2729709893465042,0.1364854946732521,0.1364854946732521,0.5,0
S2_e105_CP_P4_W1_KL_0.1,0,U,0.05656212693653428,0.02828106346826714,0.02828106346826714,0.5,0
S2_e105_CP_P4_W1_KL_0.1,80,H,0.03344229981303215,0.1364854946732521,-0.10304319486021996,0.5,0
S2_e105_CP_P4_W1_KL_0.1,80,U,0.010029598613842748,0.02828106346826714,-0.01825146485442439,0.5,0
S2_e105_CP_P4_W1_KL_0.1,160,H,0.01680675335228443,0.1364854946732521,-0.11967874132096767,0.5,0
S2_e105_CP_P4_W1_KL_0.1,160,U,0.005707532283850014,0.02828106346826714,-0.022573531184417125,0.5,0
S2_e105_CP_P4_W1_KL_0.1,320,H,0.007809126594414313,0.1364854946732521,-0.12867636807883778,0.5,0
S2_e105_CP_P4_W1_KL_0.1,320,U,0.0028055209326199614,0.02828106346826714,-0.025475542535647176,0.5,0
S2_e105_CP_P4_W2_GROUP_CONSTRAINED,0,H,0.2729709893465042,0.1364854946732521,0.1364854946732521,0.5,0
S2_e105_CP_P4_W2_GROUP_CONSTRAINED,0,U,0.05656212693653428,0.02828106346826714,0.02828106346826714,0.5,0
S2_e105_CP_P4_W2_GROUP_CONSTRAINED,80,H,0.042585679640372597,0.1364854946732521,-0.0938998150328795,0.0,0
S2_e105_CP_P4_W2_GROUP_CONSTRAINED,80,U,0.009000924209920833,0.02828106346826714,-0.019280139258346304,0.0,0
S2_e105_CP_P4_W2_GROUP_CONSTRAINED,160,H,0.1166634460290273,0.1364854946732521,-0.019822048644224807,0.0,0
S2_e105_CP_P4_W2_GROUP_CONSTRAINED,160,U,0.018350508189401947,0.02828106346826714,-0.009930555278865192,0.0,0
S2_e105_CP_P4_W2_GROUP_CONSTRAINED,320,H,0.11834512154261272,0.1364854946732521,-0.01814037313063939,0.0,0
S2_e105_CP_P4_W2_GROUP_CONSTRAINED,320,U,0.020296484231948853,0.02828106346826714,-0.007984579236318286,0.0,0
S2_e105_CP_L16_W2_GROUP_CONSTRAINED,0,H,0.2728660802046458,0.1364854946732521,0.1363805855313937,0.5,0
S2_e105_CP_L16_W2_GROUP_CONSTRAINED,0,U,0.05659222783735739,0.02828106346826714,0.028311164369090248,0.5,0
S2_e105_CP_L16_W2_GROUP_CONSTRAINED,80,H,0.002743216541906198,0.1364854946732521,-0.1337422781313459,0.0,0
S2_e105_CP_L16_W2_GROUP_CONSTRAINED,80,U,0.007550368331766759,0.02828106346826714,-0.02073069513650038,0.0,0
S2_e105_CP_L16_W2_GROUP_CONSTRAINED,160,H,0.0028452364106973014,0.1364854946732521,-0.1336402582625548,0.0,0
S2_e105_CP_L16_W2_GROUP_CONSTRAINED,160,U,0.008856937712362897,0.02828106346826714,-0.019424125755904242,0.0,0
S2_e105_CP_L16_W2_GROUP_CONSTRAINED,320,H,0.003246531899397572,0.1364854946732521,-0.13323896277385452,0.0,0
S2_e105_CP_L16_W2_GROUP_CONSTRAINED,320,U,0.009097800301298356,0.02828106346826714,-0.019183263166968785,0.0,0
S2_e106_CP_P4_W0_TASK_ONLY,0,H,0.3943132658799489,0.19715663293997446,0.19715663293997446,0.5,0
S2_e106_CP_P4_W0_TASK_ONLY,0,U,0.07776580847656497,0.03888290423828249,0.03888290423828249,0.5,0
S2_e106_CP_P4_W0_TASK_ONLY,80,H,0.6228295763333639,0.19715663293997446,0.42567294339338946,0.5,0
S2_e106_CP_P4_W0_TASK_ONLY,80,U,0.12426799944100472,0.03888290423828249,0.08538509520272224,0.5,0
S2_e106_CP_P4_W0_TASK_ONLY,160,H,0.6665520866711935,0.19715663293997446,0.46939545373121905,0.5,0
S2_e106_CP_P4_W0_TASK_ONLY,160,U,0.12096513544495863,0.03888290423828249,0.08208223120667614,0.5,0
S2_e106_CP_P4_W0_TASK_ONLY,320,H,0.6416450540224711,0.19715663293997446,0.44448842108249664,0.5,0
S2_e106_CP_P4_W0_TASK_ONLY,320,U,0.10691204507691929,0.03888290423828249,0.0680291408386368,0.5,0
S2_e106_CP_P4_W1_KL_0.1,0,H,0.3943132658799489,0.19715663293997446,0.19715663293997446,0.5,0
S2_e106_CP_P4_W1_KL_0.1,0,U,0.07776580847656497,0.03888290423828249,0.03888290423828249,0.5,0
S2_e106_CP_P4_W1_KL_0.1,80,H,0.03376827326913675,0.19715663293997446,-0.1633883596708377,0.5,0
S2_e106_CP_P4_W1_KL_0.1,80,U,0.011151951182490358,0.03888290423828249,-0.02773095305579213,0.5,0
S2_e106_CP_P4_W1_KL_0.1,160,H,0.015334801437954107,0.19715663293997446,-0.18182183150202036,0.5,0
S2_e106_CP_P4_W1_KL_0.1,160,U,0.008079621591605246,0.03888290423828249,-0.03080328264667724,0.5,0
S2_e106_CP_P4_W1_KL_0.1,320,H,0.0052029007735351724,0.19715663293997446,-0.1919537321664393,0.5,0
S2_e106_CP_P4_W1_KL_0.1,320,U,0.0035638648013655958,0.03888290423828249,-0.03531903943691689,0.5,0
S2_e106_CP_P4_W2_GROUP_CONSTRAINED,0,H,0.3943132658799489,0.19715663293997446,0.19715663293997446,0.5,0
S2_e106_CP_P4_W2_GROUP_CONSTRAINED,0,U,0.07776580847656497,0.03888290423828249,0.03888290423828249,0.5,0
S2_e106_CP_P4_W2_GROUP_CONSTRAINED,80,H,0.03215377777814865,0.19715663293997446,-0.1650028551618258,0.0,0
S2_e106_CP_P4_W2_GROUP_CONSTRAINED,80,U,0.009791192204619829,0.03888290423828249,-0.029091712033662658,0.0,0
S2_e106_CP_P4_W2_GROUP_CONSTRAINED,160,H,0.08582290261983871,0.19715663293997446,-0.11133373032013574,0.0,0
S2_e106_CP_P4_W2_GROUP_CONSTRAINED,160,U,0.016119824149287663,0.03888290423828249,-0.022763080088994823,0.0,0
S2_e106_CP_P4_W2_GROUP_CONSTRAINED,320,H,0.14598155518372855,0.19715663293997446,-0.05117507775624591,0.0,0
S2_e106_CP_P4_W2_GROUP_CONSTRAINED,320,U,0.022430137946055487,0.03888290423828249,-0.016452766292227,0.0,0
S2_e106_CP_L16_W2_GROUP_CONSTRAINED,0,H,0.394311120112737,0.19715663293997446,0.19715448717276254,0.5,0
S2_e106_CP_L16_W2_GROUP_CONSTRAINED,0,U,0.0777588952690936,0.03888290423828249,0.038875991030811116,0.5,0
S2_e106_CP_L16_W2_GROUP_CONSTRAINED,80,H,0.0055524203926324844,0.19715663293997446,-0.19160421254734197,0.0,0
S2_e106_CP_L16_W2_GROUP_CONSTRAINED,80,U,0.018948592218713693,0.03888290423828249,-0.019934312019568794,0.0,0
S2_e106_CP_L16_W2_GROUP_CONSTRAINED,160,H,0.006323562158892552,0.19715663293997446,-0.19083307078108191,0.0,0
S2_e106_CP_L16_W2_GROUP_CONSTRAINED,160,U,0.020803069695830345,0.03888290423828249,-0.01807983454245214,0.0,0
S2_e106_CP_L16_W2_GROUP_CONSTRAINED,320,H,0.0068618728158374625,0.19715663293997446,-0.19029476012413699,0.0,0
S2_e106_CP_L16_W2_GROUP_CONSTRAINED,320,U,0.021137810482356984,0.03888290423828249,-0.017745093755925503,0.0,0
S2_e107_CP_P4_W0_TASK_ONLY,0,H,0.09263372421264648,0.04631686210632324,0.04631686210632324,0.5,0
S2_e107_CP_P4_W0_TASK_ONLY,0,U,0.05406535985613508,0.02703267992806754,0.02703267992806754,0.5,0
S2_e107_CP_P4_W0_TASK_ONLY,80,H,0.16487880051136017,0.04631686210632324,0.11856193840503693,0.5,0
S2_e107_CP_P4_W0_TASK_ONLY,80,U,0.09199551158651177,0.02703267992806754,0.06496283165844423,0.5,0
S2_e107_CP_P4_W0_TASK_ONLY,160,H,0.18748970329761505,0.04631686210632324,0.1411728411912918,0.5,0
S2_e107_CP_P4_W0_TASK_ONLY,160,U,0.10058091630760048,0.02703267992806754,0.07354823637953294,0.5,0
S2_e107_CP_P4_W0_TASK_ONLY,320,H,0.20918670296669006,0.04631686210632324,0.16286984086036682,0.5,0
S2_e107_CP_P4_W0_TASK_ONLY,320,U,0.1102009266614914,0.02703267992806754,0.08316824673342385,0.5,0
S2_e107_CP_P4_W1_KL_0.1,0,H,0.09263372421264648,0.04631686210632324,0.04631686210632324,0.5,0
S2_e107_CP_P4_W1_KL_0.1,0,U,0.05406535985613508,0.02703267992806754,0.02703267992806754,0.5,0
S2_e107_CP_P4_W1_KL_0.1,80,H,0.05171562731266022,0.04631686210632324,0.005398765206336975,0.5,0
S2_e107_CP_P4_W1_KL_0.1,80,U,0.020702159248425493,0.02703267992806754,-0.006330520679642047,0.5,0
S2_e107_CP_P4_W1_KL_0.1,160,H,0.050050560384988785,0.04631686210632324,0.0037336982786655426,0.5,0
S2_e107_CP_P4_W1_KL_0.1,160,U,0.01684372522868216,0.02703267992806754,-0.01018895469938538,0.5,0
S2_e107_CP_P4_W1_KL_0.1,320,H,0.04909433424472809,0.04631686210632324,0.002777472138404846,0.5,0
S2_e107_CP_P4_W1_KL_0.1,320,U,0.011329759939274351,0.02703267992806754,-0.01570291998879319,0.5,0
S2_e107_CP_P4_W2_GROUP_CONSTRAINED,0,H,0.09263372421264648,0.04631686210632324,0.04631686210632324,0.5,0
S2_e107_CP_P4_W2_GROUP_CONSTRAINED,0,U,0.05406535985613508,0.02703267992806754,0.02703267992806754,0.5,0
S2_e107_CP_P4_W2_GROUP_CONSTRAINED,80,H,0.01124719437211752,0.04631686210632324,-0.03506966773420572,0.18537656016282167,0
S2_e107_CP_P4_W2_GROUP_CONSTRAINED,80,U,0.010163898226372632,0.02703267992806754,-0.01686878170169491,0.17654285301137335,0
S2_e107_CP_P4_W2_GROUP_CONSTRAINED,160,H,0.05210051313042641,0.04631686210632324,0.005783651024103165,0.0027099625883298785,0
S2_e107_CP_P4_W2_GROUP_CONSTRAINED,160,U,0.03463943453555528,0.02703267992806754,0.0076067546074877375,0.04954624438078219,0
S2_e107_CP_P4_W2_GROUP_CONSTRAINED,320,H,0.03205309435725212,0.04631686210632324,-0.014263767749071121,0.19129424001766032,0
S2_e107_CP_P4_W2_GROUP_CONSTRAINED,320,U,0.013056321111175098,0.02703267992806754,-0.013976358816892442,0.0,0
S2_e107_CP_L16_W2_GROUP_CONSTRAINED,0,H,0.0926516056060791,0.04631686210632324,0.04633474349975586,0.5,0
S2_e107_CP_L16_W2_GROUP_CONSTRAINED,0,U,0.05405752083087074,0.02703267992806754,0.027024840902803198,0.5,0
